Código,Hogares sin NBI,Hogares con NBI,Total,CO_FRAC_RA
020120407,496.0,3.0,499.0,12_4_7
020120408,278.0,11.0,289.0,12_4_8
020120409,223.0,1.0,224.0,12_4_9
020120410,243.0,0.0,243.0,12_4_10
020120501,212.0,0.0,212.0,12_5_1
020120502,274.0,9.0,283.0,12_5_2
020120503,541.0,2.0,543.0,12_5_3
020120504,275.0,2.0,277.0,12_5_4
020120505,346.0,2.0,348.0,12_5_5
020120506,299.0,2.0,301.0,12_5_6
020120507,317.0,10.0,327.0,12_5_7
020120508,420.0,1.0,421.0,12_5_8
020120509,302.0,9.0,311.0,12_5_9
020120510,258.0,26.0,284.0,12_5_10
020120511,301.0,31.0,332.0,12_5_11
020120601,320.0,0.0,320.0,12_6_1
020120602,351.0,2.0,353.0,12_6_2
020120603,256.0,1.0,257.0,12_6_3
020120604,347.0,2.0,349.0,12_6_4
020120605,384.0,3.0,387.0,12_6_5
020120606,378.0,2.0,380.0,12_6_6
020120607,330.0,2.0,332.0,12_6_7
020120608,287.0,1.0,288.0,12_6_8
020120609,300.0,2.0,302.0,12_6_9
020120610,314.0,2.0,316.0,12_6_10
020120701,314.0,4.0,318.0,12_7_1
020120702,309.0,1.0,310.0,12_7_2
020120703,323.0,2.0,325.0,12_7_3
020120704,351.0,8.0,359.0,12_7_4
020120705,290.0,0.0,290.0,12_7_5
020120706,337.0,10.0,347.0,12_7_6
020120707,291.0,10.0,301.0,12_7_7
020120708,357.0,8.0,365.0,12_7_8
020120709,550.0,7.0,557.0,12_7_9
020120710,465.0,11.0,476.0,12_7_10
020120801,541.0,7.0,548.0,12_8_1
020120802,272.0,1.0,273.0,12_8_2
020120803,322.0,3.0,325.0,12_8_3
020120804,261.0,1.0,262.0,12_8_4
020120805,343.0,1.0,344.0,12_8_5
020120806,350.0,2.0,352.0,12_8_6
020120807,345.0,19.0,364.0,12_8_7
020120808,412.0,3.0,415.0,12_8_8
020120809,394.0,2.0,396.0,12_8_9
020120810,290.0,0.0,290.0,12_8_10
020120811,261.0,1.0,262.0,12_8_11
020120901,323.0,8.0,331.0,12_9_1
020120902,412.0,8.0,420.0,12_9_2
020120903,367.0,18.0,385.0,12_9_3
020120904,384.0,8.0,392.0,12_9_4
020120905,354.0,4.0,358.0,12_9_5
020120906,374.0,3.0,377.0,12_9_6
020120907,305.0,2.0,307.0,12_9_7
020121001,364.0,2.0,366.0,12_10_1
020121002,389.0,1.0,390.0,12_10_2
020121003,282.0,5.0,287.0,12_10_3
020121004,265.0,5.0,270.0,12_10_4
020121005,287.0,11.0,298.0,12_10_5
020121006,348.0,5.0,353.0,12_10_6
020121007,293.0,2.0,295.0,12_10_7
020121008,476.0,1.0,477.0,12_10_8
020121009,300.0,18.0,318.0,12_10_9
020121010,267.0,32.0,299.0,12_10_10
020121011,315.0,30.0,345.0,12_10_11
020121101,325.0,3.0,328.0,12_11_1
020121102,259.0,8.0,267.0,12_11_2
020121103,249.0,5.0,254.0,12_11_3
020121104,341.0,2.0,343.0,12_11_4
020121105,259.0,48.0,307.0,12_11_5
020121106,304.0,15.0,319.0,12_11_6
020121107,330.0,0.0,330.0,12_11_7
020121108,318.0,26.0,344.0,12_11_8
020121109,372.0,1.0,373.0,12_11_9
020121110,281.0,2.0,283.0,12_11_10
020121111,269.0,9.0,278.0,12_11_11
020121201,268.0,4.0,272.0,12_12_1
020121202,494.0,7.0,501.0,12_12_2
020121203,508.0,1.0,509.0,12_12_3
020121204,356.0,0.0,356.0,12_12_4
020121205,325.0,3.0,328.0,12_12_5
020121206,259.0,1.0,260.0,12_12_6
020121207,379.0,7.0,386.0,12_12_7
020121208,264.0,3.0,267.0,12_12_8
020121301,404.0,3.0,407.0,12_13_1
020121302,373.0,16.0,389.0,12_13_2
020121303,713.0,8.0,721.0,12_13_3
020121304,525.0,1.0,526.0,12_13_4
020121305,469.0,6.0,475.0,12_13_5
020121306,395.0,0.0,395.0,12_13_6
020121307,247.0,2.0,249.0,12_13_7
020121401,343.0,30.0,373.0,12_14_1
020121402,395.0,5.0,400.0,12_14_2
020121403,307.0,1.0,308.0,12_14_3
020121404,405.0,2.0,407.0,12_14_4
020121405,421.0,0.0,421.0,12_14_5
020121406,318.0,0.0,318.0,12_14_6
020121407,423.0,9.0,432.0,12_14_7
020121408,465.0,4.0,469.0,12_14_8
020121409,322.0,2.0,324.0,12_14_9
020121410,439.0,2.0,441.0,12_14_10
020121501,354.0,24.0,378.0,12_15_1
020121502,417.0,5.0,422.0,12_15_2
020121503,419.0,1.0,420.0,12_15_3
020121504,416.0,2.0,418.0,12_15_4
020121505,390.0,3.0,393.0,12_15_5
020121506,340.0,3.0,343.0,12_15_6
020121507,383.0,0.0,383.0,12_15_7
020121508,358.0,6.0,364.0,12_15_8
020121509,425.0,1.0,426.0,12_15_9
020121510,296.0,1.0,297.0,12_15_10
020121511,270.0,2.0,272.0,12_15_11
020121512,279.0,5.0,284.0,12_15_12
020121513,261.0,1.0,262.0,12_15_13
020121601,386.0,9.0,395.0,12_16_1
020121602,362.0,1.0,363.0,12_16_2
020121603,359.0,0.0,359.0,12_16_3
020121604,501.0,20.0,521.0,12_16_4
020121605,587.0,31.0,618.0,12_16_5
020121606,646.0,1.0,647.0,12_16_6
020121607,332.0,6.0,338.0,12_16_7
020121608,526.0,2.0,528.0,12_16_8
020121609,339.0,23.0,362.0,12_16_9
020121610,329.0,1.0,330.0,12_16_10
020121611,332.0,2.0,334.0,12_16_11
020121612,314.0,2.0,316.0,12_16_12
020121613,201.0,1.0,202.0,12_16_13
020121614,174.0,1.0,175.0,12_16_14
020121701,354.0,1.0,355.0,12_17_1
020121702,370.0,10.0,380.0,12_17_2
020121703,331.0,2.0,333.0,12_17_3
020121704,300.0,6.0,306.0,12_17_4
020121705,429.0,8.0,437.0,12_17_5
020121706,413.0,1.0,414.0,12_17_6
020121707,369.0,4.0,373.0,12_17_7
020121708,552.0,5.0,557.0,12_17_8
020121801,229.0,2.0,231.0,12_18_1
020121802,318.0,5.0,323.0,12_18_2
020121803,311.0,7.0,318.0,12_18_3
020121804,306.0,2.0,308.0,12_18_4
020121805,291.0,10.0,301.0,12_18_5
020121806,301.0,11.0,312.0,12_18_6
020121807,333.0,3.0,336.0,12_18_7
020121808,319.0,9.0,328.0,12_18_8
020121809,288.0,2.0,290.0,12_18_9
020121810,281.0,3.0,284.0,12_18_10
020121811,228.0,10.0,238.0,12_18_11
020121812,431.0,5.0,436.0,12_18_12
020121813,303.0,3.0,306.0,12_18_13
020121901,350.0,2.0,352.0,12_19_1
020121902,225.0,0.0,225.0,12_19_2
020121903,283.0,0.0,283.0,12_19_3
020121904,362.0,5.0,367.0,12_19_4
020121905,397.0,9.0,406.0,12_19_5
020121906,354.0,2.0,356.0,12_19_6
020121907,344.0,2.0,346.0,12_19_7
020121908,309.0,42.0,351.0,12_19_8
020121909,314.0,2.0,316.0,12_19_9
020121910,357.0,3.0,360.0,12_19_10
020121911,368.0,4.0,372.0,12_19_11
020121912,298.0,35.0,333.0,12_19_12
020121913,283.0,3.0,286.0,12_19_13
020122001,314.0,3.0,317.0,12_20_1
020122002,553.0,6.0,559.0,12_20_2
020122003,409.0,2.0,411.0,12_20_3
020122004,389.0,2.0,391.0,12_20_4
020122005,381.0,1.0,382.0,12_20_5
020122006,406.0,1.0,407.0,12_20_6
020122007,339.0,7.0,346.0,12_20_7
020122008,330.0,35.0,365.0,12_20_8
020122101,465.0,2.0,467.0,12_21_1
020122102,432.0,44.0,476.0,12_21_2
020122103,344.0,16.0,360.0,12_21_3
020122104,419.0,2.0,421.0,12_21_4
020122105,295.0,2.0,297.0,12_21_5
020122106,325.0,1.0,326.0,12_21_6
020122107,337.0,3.0,340.0,12_21_7
020122108,317.0,2.0,319.0,12_21_8
020122109,286.0,0.0,286.0,12_21_9
020122110,254.0,4.0,258.0,12_21_10
020122201,292.0,2.0,294.0,12_22_1
020122202,359.0,3.0,362.0,12_22_2
020122203,299.0,0.0,299.0,12_22_3
020122204,299.0,0.0,299.0,12_22_4
020122205,434.0,1.0,435.0,12_22_5
020122206,448.0,0.0,448.0,12_22_6
020122207,456.0,3.0,459.0,12_22_7
020122208,360.0,5.0,365.0,12_22_8
020122209,360.0,5.0,365.0,12_22_9
020122210,363.0,7.0,370.0,12_22_10
020122211,366.0,5.0,371.0,12_22_11
020130101,295.0,1.0,296.0,13_1_1
020130102,338.0,5.0,343.0,13_1_2
020130103,254.0,4.0,258.0,13_1_3
020130104,364.0,3.0,367.0,13_1_4
020130105,414.0,7.0,421.0,13_1_5
020130106,385.0,1.0,386.0,13_1_6
020130107,185.0,0.0,185.0,13_1_7
020130108,234.0,7.0,241.0,13_1_8
020130109,215.0,2.0,217.0,13_1_9
020130110,314.0,0.0,314.0,13_1_10
020130111,297.0,3.0,300.0,13_1_11
020130112,245.0,1.0,246.0,13_1_12
020130113,244.0,1.0,245.0,13_1_13
020130114,255.0,28.0,283.0,13_1_14
020130201,507.0,38.0,545.0,13_2_1
020130202,358.0,1.0,359.0,13_2_2
020130203,257.0,2.0,259.0,13_2_3
020130204,236.0,3.0,239.0,13_2_4
020130205,326.0,4.0,330.0,13_2_5
020130206,463.0,7.0,470.0,13_2_6
020130207,299.0,1.0,300.0,13_2_7
020130208,252.0,1.0,253.0,13_2_8
020130209,395.0,1.0,396.0,13_2_9
020130210,456.0,12.0,468.0,13_2_10
020130211,293.0,0.0,293.0,13_2_11
020130301,377.0,0.0,377.0,13_3_1
020130302,267.0,3.0,270.0,13_3_2
020130303,352.0,1.0,353.0,13_3_3
020130304,430.0,3.0,433.0,13_3_4
020130305,311.0,1.0,312.0,13_3_5
020130306,271.0,0.0,271.0,13_3_6
020130307,276.0,14.0,290.0,13_3_7
020130308,275.0,3.0,278.0,13_3_8
020130309,339.0,15.0,354.0,13_3_9
020130310,446.0,2.0,448.0,13_3_10
020130401,289.0,2.0,291.0,13_4_1
020130402,346.0,4.0,350.0,13_4_2
020130403,264.0,40.0,304.0,13_4_3
020130404,423.0,7.0,430.0,13_4_4
020130405,362.0,1.0,363.0,13_4_5
020130406,397.0,3.0,400.0,13_4_6
020130407,296.0,0.0,296.0,13_4_7
020130408,264.0,1.0,265.0,13_4_8
020130409,340.0,1.0,341.0,13_4_9
020130410,236.0,1.0,237.0,13_4_10
020130411,312.0,58.0,370.0,13_4_11
020130412,598.0,15.0,613.0,13_4_12
020130413,315.0,22.0,337.0,13_4_13
020130414,322.0,5.0,327.0,13_4_14
020130501,318.0,26.0,344.0,13_5_1
020130502,401.0,2.0,403.0,13_5_2
020130503,526.0,4.0,530.0,13_5_3
020130504,476.0,2.0,478.0,13_5_4
020130505,343.0,16.0,359.0,13_5_5
020130506,433.0,4.0,437.0,13_5_6
020130507,323.0,4.0,327.0,13_5_7
020130508,417.0,0.0,417.0,13_5_8
020130601,283.0,0.0,283.0,13_6_1
020130602,410.0,15.0,425.0,13_6_2
020130603,353.0,15.0,368.0,13_6_3
020130604,401.0,18.0,419.0,13_6_4
020130605,444.0,10.0,454.0,13_6_5
020130606,368.0,0.0,368.0,13_6_6
020130607,391.0,34.0,425.0,13_6_7
020130608,321.0,18.0,339.0,13_6_8
020130701,263.0,8.0,271.0,13_7_1
020130702,220.0,1.0,221.0,13_7_2
020130703,455.0,2.0,457.0,13_7_3
020130704,343.0,1.0,344.0,13_7_4
020130705,475.0,1.0,476.0,13_7_5
020130706,380.0,1.0,381.0,13_7_6
020130707,344.0,2.0,346.0,13_7_7
020130708,308.0,1.0,309.0,13_7_8
020130709,370.0,3.0,373.0,13_7_9
020130801,311.0,3.0,314.0,13_8_1
020130802,274.0,1.0,275.0,13_8_2
020130803,410.0,1.0,411.0,13_8_3
020130804,385.0,3.0,388.0,13_8_4
020130805,447.0,5.0,452.0,13_8_5
020130806,294.0,1.0,295.0,13_8_6
020130807,361.0,3.0,364.0,13_8_7
020130808,428.0,11.0,439.0,13_8_8
020130809,323.0,3.0,326.0,13_8_9
020130810,291.0,1.0,292.0,13_8_10
020130901,283.0,4.0,287.0,13_9_1
020130902,300.0,3.0,303.0,13_9_2
020130903,244.0,3.0,247.0,13_9_3
020130904,291.0,2.0,293.0,13_9_4
020130905,484.0,4.0,488.0,13_9_5
020130906,319.0,1.0,320.0,13_9_6
020130907,294.0,2.0,296.0,13_9_7
020130908,343.0,1.0,344.0,13_9_8
020130909,363.0,0.0,363.0,13_9_9
020130910,214.0,25.0,239.0,13_9_10
020131001,414.0,1.0,415.0,13_10_1
020131002,398.0,6.0,404.0,13_10_2
020131003,422.0,5.0,427.0,13_10_3
020131004,416.0,1.0,417.0,13_10_4
020131005,246.0,6.0,252.0,13_10_5
020131006,353.0,35.0,388.0,13_10_6
020131007,319.0,2.0,321.0,13_10_7
020131008,430.0,2.0,432.0,13_10_8
020131009,324.0,1.0,325.0,13_10_9
020131010,417.0,7.0,424.0,13_10_10
020131011,307.0,7.0,314.0,13_10_11
020131101,165.0,7.0,172.0,13_11_1
020131102,241.0,0.0,241.0,13_11_2
020131103,206.0,1.0,207.0,13_11_3
020131104,228.0,1.0,229.0,13_11_4
020131105,222.0,0.0,222.0,13_11_5
020131106,407.0,1.0,408.0,13_11_6
020131107,262.0,22.0,284.0,13_11_7
020131201,277.0,0.0,277.0,13_12_1
020131202,318.0,2.0,320.0,13_12_2
020131203,236.0,1.0,237.0,13_12_3
020131204,352.0,0.0,352.0,13_12_4
020131205,215.0,3.0,218.0,13_12_5
020131206,233.0,7.0,240.0,13_12_6
020131207,339.0,2.0,341.0,13_12_7
020131208,282.0,0.0,282.0,13_12_8
020131209,380.0,4.0,384.0,13_12_9
020131210,247.0,2.0,249.0,13_12_10
020131301,374.0,2.0,376.0,13_13_1
020131302,151.0,4.0,155.0,13_13_2
020131303,319.0,3.0,322.0,13_13_3
020131304,390.0,4.0,394.0,13_13_4
020131305,411.0,0.0,411.0,13_13_5
020131306,129.0,3.0,132.0,13_13_6
020131307,304.0,1.0,305.0,13_13_7
020131308,249.0,0.0,249.0,13_13_8
020131309,286.0,1.0,287.0,13_13_9
020131310,358.0,0.0,358.0,13_13_10
020131311,215.0,0.0,215.0,13_13_11
020131312,326.0,1.0,327.0,13_13_12
020131313,554.0,2.0,556.0,13_13_13
020131314,346.0,2.0,348.0,13_13_14
020131401,323.0,18.0,341.0,13_14_1
020131402,162.0,0.0,162.0,13_14_2
020131403,365.0,2.0,367.0,13_14_3
020131404,290.0,1.0,291.0,13_14_4
020131405,225.0,3.0,228.0,13_14_5
020131406,357.0,2.0,359.0,13_14_6
020131407,164.0,1.0,165.0,13_14_7
020131408,253.0,1.0,254.0,13_14_8
020131409,236.0,2.0,238.0,13_14_9
020131410,297.0,1.0,298.0,13_14_10
020131411,280.0,4.0,284.0,13_14_11
020131501,347.0,3.0,350.0,13_15_1
020131502,360.0,0.0,360.0,13_15_2
020131503,347.0,2.0,349.0,13_15_3
020131504,198.0,1.0,199.0,13_15_4
020131505,389.0,2.0,391.0,13_15_5
020131506,280.0,1.0,281.0,13_15_6
020131507,380.0,3.0,383.0,13_15_7
020131508,370.0,2.0,372.0,13_15_8
020131509,414.0,2.0,416.0,13_15_9
020131510,328.0,3.0,331.0,13_15_10
020131511,350.0,19.0,369.0,13_15_11
020131512,314.0,14.0,328.0,13_15_12
020131601,389.0,3.0,392.0,13_16_1
020131602,430.0,0.0,430.0,13_16_2
020131603,249.0,3.0,252.0,13_16_3
020131604,368.0,0.0,368.0,13_16_4
020131605,249.0,3.0,252.0,13_16_5
020131606,179.0,4.0,183.0,13_16_6
020131607,369.0,0.0,369.0,13_16_7
020131608,351.0,1.0,352.0,13_16_8
020131609,378.0,2.0,380.0,13_16_9
020131610,388.0,3.0,391.0,13_16_10
020131611,378.0,3.0,381.0,13_16_11
020131612,326.0,21.0,347.0,13_16_12
020131613,223.0,0.0,223.0,13_16_13
020131701,473.0,3.0,476.0,13_17_1
020131702,468.0,4.0,472.0,13_17_2
020131703,386.0,3.0,389.0,13_17_3
020131704,245.0,2.0,247.0,13_17_4
020131705,342.0,3.0,345.0,13_17_5
020131706,360.0,0.0,360.0,13_17_6
020131707,386.0,0.0,386.0,13_17_7
020131708,314.0,2.0,316.0,13_17_8
020131709,399.0,4.0,403.0,13_17_9
020131710,398.0,0.0,398.0,13_17_10
020131711,247.0,0.0,247.0,13_17_11
020131801,333.0,1.0,334.0,13_18_1
020131802,401.0,6.0,407.0,13_18_2
020131803,389.0,8.0,397.0,13_18_3
020131804,294.0,0.0,294.0,13_18_4
020131805,281.0,1.0,282.0,13_18_5
020131806,301.0,1.0,302.0,13_18_6
020131807,381.0,2.0,383.0,13_18_7
020131808,279.0,1.0,280.0,13_18_8
020131809,170.0,0.0,170.0,13_18_9
020131810,269.0,5.0,274.0,13_18_10
020131901,324.0,16.0,340.0,13_19_1
020131902,395.0,2.0,397.0,13_19_2
020131903,292.0,3.0,295.0,13_19_3
020131904,227.0,0.0,227.0,13_19_4
020131905,356.0,10.0,366.0,13_19_5
020131906,215.0,0.0,215.0,13_19_6
020131907,219.0,38.0,257.0,13_19_7
020131908,329.0,0.0,329.0,13_19_8
020131909,329.0,3.0,332.0,13_19_9
020131910,310.0,2.0,312.0,13_19_10
020131911,193.0,0.0,193.0,13_19_11
020131912,265.0,3.0,268.0,13_19_12
020132001,301.0,0.0,301.0,13_20_1
020132002,394.0,0.0,394.0,13_20_2
020132003,175.0,0.0,175.0,13_20_3
020132004,315.0,1.0,316.0,13_20_4
020132005,311.0,1.0,312.0,13_20_5
020132006,426.0,2.0,428.0,13_20_6
020132007,371.0,1.0,372.0,13_20_7
020132008,385.0,1.0,386.0,13_20_8
020132009,256.0,2.0,258.0,13_20_9
020132010,270.0,2.0,272.0,13_20_10
020132011,257.0,4.0,261.0,13_20_11
020132012,275.0,2.0,277.0,13_20_12
020132101,242.0,2.0,244.0,13_21_1
020132102,148.0,1.0,149.0,13_21_2
020132103,233.0,0.0,233.0,13_21_3
020132104,319.0,0.0,319.0,13_21_4
020132105,289.0,2.0,291.0,13_21_5
020132106,310.0,2.0,312.0,13_21_6
020132107,448.0,2.0,450.0,13_21_7
020132108,344.0,1.0,345.0,13_21_8
020132109,359.0,1.0,360.0,13_21_9
020132110,341.0,1.0,342.0,13_21_10
020132201,248.0,3.0,251.0,13_22_1
020132202,220.0,1.0,221.0,13_22_2
020132203,222.0,0.0,222.0,13_22_3
020132204,326.0,1.0,327.0,13_22_4
020132205,393.0,1.0,394.0,13_22_5
020132206,388.0,3.0,391.0,13_22_6
020132207,452.0,3.0,455.0,13_22_7
020132208,374.0,3.0,377.0,13_22_8
020132209,218.0,2.0,220.0,13_22_9
020132301,540.0,5.0,545.0,13_23_1
020132302,266.0,4.0,270.0,13_23_2
020132303,536.0,2.0,538.0,13_23_3
020132304,294.0,0.0,294.0,13_23_4
020132305,235.0,1.0,236.0,13_23_5
020132306,365.0,3.0,368.0,13_23_6
020132307,256.0,1.0,257.0,13_23_7
020132308,503.0,2.0,505.0,13_23_8
020132309,425.0,4.0,429.0,13_23_9
020132310,241.0,2.0,243.0,13_23_10
020132311,421.0,3.0,424.0,13_23_11
020132401,198.0,0.0,198.0,13_24_1
020132402,252.0,0.0,252.0,13_24_2
020132403,254.0,29.0,283.0,13_24_3
020132404,363.0,1.0,364.0,13_24_4
020132405,285.0,1.0,286.0,13_24_5
020132406,316.0,2.0,318.0,13_24_6
020132407,349.0,18.0,367.0,13_24_7
020132408,336.0,3.0,339.0,13_24_8
020132409,327.0,54.0,381.0,13_24_9
020132410,279.0,4.0,283.0,13_24_10
020132501,249.0,13.0,262.0,13_25_1
020132502,277.0,2.0,279.0,13_25_2
020132503,390.0,2.0,392.0,13_25_3
020132504,267.0,2.0,269.0,13_25_4
020132505,221.0,0.0,221.0,13_25_5
020132506,255.0,19.0,274.0,13_25_6
020132507,502.0,2.0,504.0,13_25_7
020132508,361.0,3.0,364.0,13_25_8
020132601,288.0,28.0,316.0,13_26_1
020132602,303.0,22.0,325.0,13_26_2
020132603,271.0,17.0,288.0,13_26_3
020132604,395.0,24.0,419.0,13_26_4
020132605,286.0,31.0,317.0,13_26_5
020132606,260.0,5.0,265.0,13_26_6
020132607,188.0,1.0,189.0,13_26_7
020132608,198.0,16.0,214.0,13_26_8
020132609,184.0,18.0,202.0,13_26_9
020132610,435.0,1.0,436.0,13_26_10
020132611,265.0,16.0,281.0,13_26_11
020132701,173.0,2.0,175.0,13_27_1
020132702,395.0,4.0,399.0,13_27_2
020132703,435.0,5.0,440.0,13_27_3
020132704,372.0,15.0,387.0,13_27_4
020132705,310.0,1.0,311.0,13_27_5
020132706,476.0,53.0,529.0,13_27_6
020132707,444.0,53.0,497.0,13_27_7
020132708,346.0,22.0,368.0,13_27_8
020132709,407.0,0.0,407.0,13_27_9
020132801,188.0,80.0,268.0,13_28_1
020132802,197.0,16.0,213.0,13_28_2
020132803,299.0,19.0,318.0,13_28_3
020132804,185.0,16.0,201.0,13_28_4
020132805,209.0,8.0,217.0,13_28_5
020132806,351.0,5.0,356.0,13_28_6
020132807,328.0,1.0,329.0,13_28_7
020132808,450.0,1.0,451.0,13_28_8
020132809,387.0,6.0,393.0,13_28_9
020132810,273.0,0.0,273.0,13_28_10
020132901,231.0,43.0,274.0,13_29_1
020132902,244.0,37.0,281.0,13_29_2
020132903,243.0,4.0,247.0,13_29_3
020132904,358.0,24.0,382.0,13_29_4
020132905,256.0,24.0,280.0,13_29_5
020132906,328.0,2.0,330.0,13_29_6
020132907,335.0,20.0,355.0,13_29_7
020132908,414.0,6.0,420.0,13_29_8
020132909,207.0,1.0,208.0,13_29_9
020132910,256.0,2.0,258.0,13_29_10
020132911,324.0,3.0,327.0,13_29_11
020140101,210.0,0.0,210.0,14_1_1
020140102,228.0,27.0,255.0,14_1_2
020140103,398.0,2.0,400.0,14_1_3
020140104,361.0,1.0,362.0,14_1_4
020140105,556.0,29.0,585.0,14_1_5
020140106,446.0,0.0,446.0,14_1_6
020140107,364.0,3.0,367.0,14_1_7
020140108,299.0,0.0,299.0,14_1_8
020140109,398.0,0.0,398.0,14_1_9
020140110,460.0,2.0,462.0,14_1_10
020140201,502.0,3.0,505.0,14_2_1
020140202,271.0,0.0,271.0,14_2_2
020140203,349.0,0.0,349.0,14_2_3
020140204,316.0,4.0,320.0,14_2_4
020140205,340.0,0.0,340.0,14_2_5
020140206,266.0,2.0,268.0,14_2_6
020140207,315.0,2.0,317.0,14_2_7
020140208,400.0,2.0,402.0,14_2_8
020140209,378.0,2.0,380.0,14_2_9
020140210,472.0,2.0,474.0,14_2_10
020140301,754.0,4.0,758.0,14_3_1
020140302,224.0,2.0,226.0,14_3_2
020140303,225.0,1.0,226.0,14_3_3
020140304,296.0,1.0,297.0,14_3_4
020140305,384.0,23.0,407.0,14_3_5
020140306,164.0,0.0,164.0,14_3_6
020140307,297.0,0.0,297.0,14_3_7
020140308,430.0,0.0,430.0,14_3_8
020140309,456.0,0.0,456.0,14_3_9
020140310,306.0,2.0,308.0,14_3_10
020140311,345.0,2.0,347.0,14_3_11
020140312,304.0,1.0,305.0,14_3_12
020140401,410.0,3.0,413.0,14_4_1
020140402,219.0,1.0,220.0,14_4_2
020140403,216.0,2.0,218.0,14_4_3
020140404,291.0,2.0,293.0,14_4_4
020140405,368.0,16.0,384.0,14_4_5
020140406,449.0,5.0,454.0,14_4_6
020140407,431.0,1.0,432.0,14_4_7
020140408,475.0,7.0,482.0,14_4_8
020140409,432.0,1.0,433.0,14_4_9
020140410,692.0,5.0,697.0,14_4_10
020140501,356.0,1.0,357.0,14_5_1
020140502,369.0,1.0,370.0,14_5_2
020140503,407.0,5.0,412.0,14_5_3
020140504,280.0,4.0,284.0,14_5_4
020140505,505.0,2.0,507.0,14_5_5
020140506,275.0,2.0,277.0,14_5_6
020140507,218.0,18.0,236.0,14_5_7
020140508,177.0,13.0,190.0,14_5_8
020140509,499.0,3.0,502.0,14_5_9
020140510,544.0,2.0,546.0,14_5_10
020140601,510.0,2.0,512.0,14_6_1
020140602,382.0,19.0,401.0,14_6_2
020140603,327.0,53.0,380.0,14_6_3
020140604,352.0,9.0,361.0,14_6_4
020140605,367.0,20.0,387.0,14_6_5
020140606,441.0,70.0,511.0,14_6_6
020140607,356.0,3.0,359.0,14_6_7
020140608,251.0,2.0,253.0,14_6_8
020140609,381.0,21.0,402.0,14_6_9
020140610,209.0,4.0,213.0,14_6_10
020140701,325.0,50.0,375.0,14_7_1
020140702,390.0,21.0,411.0,14_7_2
020140703,281.0,8.0,289.0,14_7_3
020140704,399.0,3.0,402.0,14_7_4
020140705,247.0,13.0,260.0,14_7_5
020140706,290.0,11.0,301.0,14_7_6
020140707,237.0,3.0,240.0,14_7_7
020140708,232.0,7.0,239.0,14_7_8
020140709,258.0,17.0,275.0,14_7_9
020140801,360.0,6.0,366.0,14_8_1
020140802,285.0,5.0,290.0,14_8_2
020140803,159.0,10.0,169.0,14_8_3
020140804,215.0,30.0,245.0,14_8_4
020140805,478.0,4.0,482.0,14_8_5
020140806,436.0,33.0,469.0,14_8_6
020140807,296.0,5.0,301.0,14_8_7
020140808,283.0,23.0,306.0,14_8_8
020140809,469.0,7.0,476.0,14_8_9
020140901,486.0,5.0,491.0,14_9_1
020140902,301.0,2.0,303.0,14_9_2
020140903,519.0,6.0,525.0,14_9_3
020140904,533.0,4.0,537.0,14_9_4
020140905,196.0,2.0,198.0,14_9_5
020140906,295.0,1.0,296.0,14_9_6
020140907,264.0,0.0,264.0,14_9_7
020140908,388.0,3.0,391.0,14_9_8
020140909,355.0,8.0,363.0,14_9_9
020140910,460.0,2.0,462.0,14_9_10
020140911,394.0,1.0,395.0,14_9_11
020140912,414.0,4.0,418.0,14_9_12
020140913,347.0,2.0,349.0,14_9_13
020141001,6.0,0.0,6.0,14_10_1
020141101,280.0,4.0,284.0,14_11_1
020141102,464.0,4.0,468.0,14_11_2
020141103,236.0,1.0,237.0,14_11_3
020141104,279.0,0.0,279.0,14_11_4
020141105,378.0,1.0,379.0,14_11_5
020141106,350.0,3.0,353.0,14_11_6
020141107,249.0,18.0,267.0,14_11_7
020141108,528.0,1.0,529.0,14_11_8
020141109,392.0,20.0,412.0,14_11_9
020141110,207.0,1.0,208.0,14_11_10
020141111,311.0,5.0,316.0,14_11_11
020141112,359.0,3.0,362.0,14_11_12
020141113,397.0,2.0,399.0,14_11_13
020141114,229.0,2.0,231.0,14_11_14
020141201,215.0,15.0,230.0,14_12_1
020141202,334.0,48.0,382.0,14_12_2
020141203,319.0,10.0,329.0,14_12_3
020141204,278.0,66.0,344.0,14_12_4
020141205,374.0,6.0,380.0,14_12_5
020141206,258.0,6.0,264.0,14_12_6
020141207,143.0,2.0,145.0,14_12_7
020141208,188.0,0.0,188.0,14_12_8
020141209,253.0,74.0,327.0,14_12_9
020141210,350.0,2.0,352.0,14_12_10
020141211,252.0,22.0,274.0,14_12_11
020141301,231.0,36.0,267.0,14_13_1
020141302,262.0,51.0,313.0,14_13_2
020141303,386.0,20.0,406.0,14_13_3
020141304,209.0,33.0,242.0,14_13_4
020141305,300.0,1.0,301.0,14_13_5
020141306,275.0,3.0,278.0,14_13_6
020141307,135.0,12.0,147.0,14_13_7
020141308,245.0,30.0,275.0,14_13_8
020141309,325.0,12.0,337.0,14_13_9
020141310,285.0,9.0,294.0,14_13_10
020141311,222.0,38.0,260.0,14_13_11
020141312,243.0,4.0,247.0,14_13_12
020141401,445.0,15.0,460.0,14_14_1
020141402,273.0,17.0,290.0,14_14_2
020141403,354.0,4.0,358.0,14_14_3
020141404,179.0,15.0,194.0,14_14_4
020141405,164.0,33.0,197.0,14_14_5
020141406,200.0,2.0,202.0,14_14_6
020141407,210.0,0.0,210.0,14_14_7
