Código,"Cerámica, baldosa, mosaico, mármol, madera o alfombrado",Cemento o ladrillo fijo,Tierra o ladrillo suelto,Otro,Total,CO_FRAC_RA
020081205,339.0,2.0,0.0,0.0,341.0,8_12_5
020081206,240.0,8.0,0.0,1.0,249.0,8_12_6
020081207,271.0,5.0,0.0,2.0,278.0,8_12_7
020081301,9.0,2.0,4.0,5.0,20.0,8_13_1
020081302,98.0,20.0,0.0,0.0,118.0,8_13_2
020081303,276.0,35.0,0.0,0.0,311.0,8_13_3
020081304,299.0,33.0,0.0,1.0,333.0,8_13_4
020081305,304.0,11.0,0.0,0.0,315.0,8_13_5
020081306,209.0,12.0,0.0,0.0,221.0,8_13_6
020081307,237.0,16.0,0.0,0.0,253.0,8_13_7
020081308,267.0,28.0,0.0,2.0,297.0,8_13_8
020081401,299.0,165.0,0.0,0.0,464.0,8_14_1
020081402,253.0,127.0,2.0,0.0,382.0,8_14_2
020081403,365.0,153.0,0.0,0.0,518.0,8_14_3
020081404,399.0,309.0,68.0,17.0,793.0,8_14_4
020081405,315.0,68.0,1.0,1.0,385.0,8_14_5
020081406,232.0,18.0,0.0,0.0,250.0,8_14_6
020081407,273.0,24.0,0.0,0.0,297.0,8_14_7
020081408,246.0,12.0,0.0,1.0,259.0,8_14_8
020081409,290.0,46.0,0.0,0.0,336.0,8_14_9
020081410,271.0,42.0,0.0,0.0,313.0,8_14_10
020081501,281.0,373.0,170.0,28.0,852.0,8_15_1
020081502,221.0,422.0,5.0,7.0,655.0,8_15_2
020081503,426.0,240.0,1.0,0.0,667.0,8_15_3
020081504,106.0,122.0,3.0,0.0,231.0,8_15_4
020081505,576.0,292.0,9.0,0.0,877.0,8_15_5
020081506,110.0,119.0,3.0,1.0,233.0,8_15_6
020081507,122.0,134.0,2.0,1.0,259.0,8_15_7
020081508,175.0,180.0,2.0,1.0,358.0,8_15_8
020081509,362.0,155.0,2.0,0.0,519.0,8_15_9
020081510,341.0,48.0,0.0,0.0,389.0,8_15_10
020081601,280.0,5.0,1.0,13.0,299.0,8_16_1
020081602,180.0,2.0,0.0,1.0,183.0,8_16_2
020081603,277.0,3.0,0.0,9.0,289.0,8_16_3
020081604,254.0,5.0,3.0,4.0,266.0,8_16_4
020081605,280.0,0.0,1.0,13.0,294.0,8_16_5
020081606,256.0,2.0,0.0,9.0,267.0,8_16_6
020081607,258.0,4.0,0.0,14.0,276.0,8_16_7
020081608,226.0,9.0,0.0,1.0,236.0,8_16_8
020081609,266.0,1.0,0.0,13.0,280.0,8_16_9
020081610,258.0,1.0,0.0,20.0,279.0,8_16_10
020081701,206.0,1.0,0.0,16.0,223.0,8_17_1
020081702,212.0,5.0,0.0,4.0,221.0,8_17_2
020081703,278.0,3.0,0.0,46.0,327.0,8_17_3
020081704,246.0,0.0,0.0,44.0,290.0,8_17_4
020081705,173.0,0.0,0.0,0.0,173.0,8_17_5
020090101,198.0,0.0,0.0,8.0,206.0,9_1_1
020090102,183.0,1.0,0.0,0.0,184.0,9_1_2
020090103,257.0,2.0,0.0,2.0,261.0,9_1_3
020090104,267.0,2.0,0.0,0.0,269.0,9_1_4
020090105,286.0,2.0,0.0,6.0,294.0,9_1_5
020090106,283.0,7.0,0.0,1.0,291.0,9_1_6
020090107,251.0,5.0,0.0,1.0,257.0,9_1_7
020090108,275.0,3.0,0.0,0.0,278.0,9_1_8
020090109,341.0,2.0,0.0,1.0,344.0,9_1_9
020090201,344.0,2.0,0.0,3.0,349.0,9_2_1
020090202,292.0,8.0,0.0,1.0,301.0,9_2_2
020090203,330.0,0.0,0.0,0.0,330.0,9_2_3
020090204,414.0,0.0,0.0,0.0,414.0,9_2_4
020090205,425.0,2.0,0.0,1.0,428.0,9_2_5
020090206,253.0,2.0,0.0,0.0,255.0,9_2_6
020090207,299.0,1.0,0.0,0.0,300.0,9_2_7
020090208,240.0,3.0,0.0,2.0,245.0,9_2_8
020090209,356.0,2.0,0.0,0.0,358.0,9_2_9
020090210,302.0,3.0,0.0,0.0,305.0,9_2_10
020090211,333.0,5.0,0.0,3.0,341.0,9_2_11
020090212,220.0,3.0,0.0,0.0,223.0,9_2_12
020090301,253.0,3.0,0.0,7.0,263.0,9_3_1
020090302,247.0,8.0,0.0,0.0,255.0,9_3_2
020090303,239.0,0.0,0.0,0.0,239.0,9_3_3
020090304,240.0,2.0,0.0,0.0,242.0,9_3_4
020090305,270.0,1.0,0.0,0.0,271.0,9_3_5
020090306,297.0,1.0,0.0,0.0,298.0,9_3_6
020090307,315.0,1.0,0.0,0.0,316.0,9_3_7
020090308,279.0,0.0,0.0,0.0,279.0,9_3_8
020090309,254.0,2.0,0.0,1.0,257.0,9_3_9
020090310,280.0,1.0,0.0,2.0,283.0,9_3_10
020090311,292.0,2.0,0.0,0.0,294.0,9_3_11
020090312,211.0,2.0,0.0,0.0,213.0,9_3_12
020090313,294.0,17.0,1.0,1.0,313.0,9_3_13
020090401,359.0,2.0,0.0,0.0,361.0,9_4_1
020090402,320.0,3.0,1.0,1.0,325.0,9_4_2
020090403,337.0,4.0,0.0,1.0,342.0,9_4_3
020090404,322.0,7.0,0.0,0.0,329.0,9_4_4
020090405,350.0,4.0,1.0,0.0,355.0,9_4_5
020090406,249.0,2.0,0.0,0.0,251.0,9_4_6
020090407,269.0,2.0,0.0,0.0,271.0,9_4_7
020090408,266.0,1.0,1.0,2.0,270.0,9_4_8
020090409,251.0,5.0,0.0,0.0,256.0,9_4_9
020090410,288.0,1.0,0.0,1.0,290.0,9_4_10
020090411,338.0,3.0,0.0,0.0,341.0,9_4_11
020090501,307.0,3.0,0.0,0.0,310.0,9_5_1
020090502,320.0,2.0,0.0,0.0,322.0,9_5_2
020090503,259.0,2.0,0.0,0.0,261.0,9_5_3
020090504,299.0,3.0,0.0,1.0,303.0,9_5_4
020090505,381.0,2.0,0.0,1.0,384.0,9_5_5
020090506,313.0,2.0,0.0,0.0,315.0,9_5_6
020090507,301.0,10.0,0.0,3.0,314.0,9_5_7
020090508,284.0,8.0,0.0,0.0,292.0,9_5_8
020090509,326.0,3.0,0.0,1.0,330.0,9_5_9
020090510,311.0,8.0,0.0,0.0,319.0,9_5_10
020090511,308.0,9.0,0.0,0.0,317.0,9_5_11
020090601,406.0,2.0,0.0,0.0,408.0,9_6_1
020090602,254.0,5.0,0.0,0.0,259.0,9_6_2
020090603,355.0,18.0,0.0,0.0,373.0,9_6_3
020090604,339.0,2.0,0.0,0.0,341.0,9_6_4
020090605,409.0,3.0,0.0,0.0,412.0,9_6_5
020090606,256.0,2.0,0.0,1.0,259.0,9_6_6
020090607,369.0,2.0,0.0,3.0,374.0,9_6_7
020090608,268.0,7.0,0.0,6.0,281.0,9_6_8
020090609,366.0,5.0,0.0,2.0,373.0,9_6_9
020090610,341.0,4.0,0.0,0.0,345.0,9_6_10
020090611,301.0,7.0,0.0,1.0,309.0,9_6_11
020090612,276.0,10.0,0.0,0.0,286.0,9_6_12
020090701,266.0,3.0,0.0,0.0,269.0,9_7_1
020090702,299.0,1.0,0.0,0.0,300.0,9_7_2
020090703,218.0,2.0,0.0,0.0,220.0,9_7_3
020090704,241.0,1.0,0.0,0.0,242.0,9_7_4
020090705,254.0,2.0,0.0,1.0,257.0,9_7_5
020090706,300.0,8.0,0.0,0.0,308.0,9_7_6
020090707,230.0,2.0,0.0,0.0,232.0,9_7_7
020090708,272.0,3.0,0.0,0.0,275.0,9_7_8
020090709,304.0,8.0,0.0,1.0,313.0,9_7_9
020090710,235.0,9.0,0.0,1.0,245.0,9_7_10
020090711,273.0,5.0,0.0,0.0,278.0,9_7_11
020090712,312.0,1.0,0.0,2.0,315.0,9_7_12
020090713,320.0,4.0,0.0,0.0,324.0,9_7_13
020090714,291.0,6.0,0.0,0.0,297.0,9_7_14
020090801,282.0,4.0,1.0,0.0,287.0,9_8_1
020090802,291.0,2.0,0.0,1.0,294.0,9_8_2
020090803,291.0,2.0,0.0,0.0,293.0,9_8_3
020090804,281.0,1.0,0.0,4.0,286.0,9_8_4
020090805,320.0,7.0,0.0,2.0,329.0,9_8_5
020090806,343.0,9.0,0.0,1.0,353.0,9_8_6
020090807,275.0,6.0,0.0,49.0,330.0,9_8_7
020090808,318.0,16.0,0.0,1.0,335.0,9_8_8
020090809,237.0,13.0,0.0,0.0,250.0,9_8_9
020090810,310.0,12.0,4.0,0.0,326.0,9_8_10
020090811,318.0,5.0,0.0,0.0,323.0,9_8_11
020090812,319.0,11.0,0.0,1.0,331.0,9_8_12
020090813,199.0,8.0,0.0,0.0,207.0,9_8_13
020090901,276.0,6.0,0.0,0.0,282.0,9_9_1
020090902,262.0,4.0,2.0,0.0,268.0,9_9_2
020090903,365.0,28.0,0.0,3.0,396.0,9_9_3
020090904,194.0,17.0,0.0,0.0,211.0,9_9_4
020090905,241.0,11.0,0.0,9.0,261.0,9_9_5
020090906,297.0,6.0,1.0,0.0,304.0,9_9_6
020090907,356.0,1.0,0.0,2.0,359.0,9_9_7
020090908,200.0,3.0,0.0,2.0,205.0,9_9_8
020090909,251.0,5.0,0.0,0.0,256.0,9_9_9
020090910,282.0,3.0,0.0,0.0,285.0,9_9_10
020090911,264.0,11.0,0.0,0.0,275.0,9_9_11
020090912,212.0,15.0,0.0,0.0,227.0,9_9_12
020090913,199.0,10.0,0.0,0.0,209.0,9_9_13
020090914,306.0,4.0,0.0,0.0,310.0,9_9_14
020091001,288.0,8.0,2.0,0.0,298.0,9_10_1
020091002,323.0,12.0,0.0,1.0,336.0,9_10_2
020091003,319.0,9.0,0.0,0.0,328.0,9_10_3
020091004,235.0,2.0,0.0,0.0,237.0,9_10_4
020091005,337.0,4.0,0.0,1.0,342.0,9_10_5
020091006,272.0,10.0,0.0,0.0,282.0,9_10_6
020091007,233.0,14.0,0.0,2.0,249.0,9_10_7
020091008,322.0,0.0,0.0,0.0,322.0,9_10_8
020091009,169.0,1.0,0.0,0.0,170.0,9_10_9
020091010,301.0,0.0,0.0,3.0,304.0,9_10_10
020091011,244.0,0.0,0.0,1.0,245.0,9_10_11
020091012,224.0,0.0,0.0,0.0,224.0,9_10_12
020091101,424.0,6.0,0.0,0.0,430.0,9_11_1
020091102,343.0,11.0,0.0,1.0,355.0,9_11_2
020091103,273.0,19.0,0.0,0.0,292.0,9_11_3
020091104,357.0,8.0,0.0,5.0,370.0,9_11_4
020091105,382.0,14.0,1.0,0.0,397.0,9_11_5
020091106,314.0,12.0,0.0,1.0,327.0,9_11_6
020091107,372.0,11.0,0.0,2.0,385.0,9_11_7
020091108,298.0,12.0,0.0,1.0,311.0,9_11_8
020091109,306.0,6.0,0.0,2.0,314.0,9_11_9
020091110,291.0,15.0,0.0,0.0,306.0,9_11_10
020091111,326.0,3.0,0.0,0.0,329.0,9_11_11
020091112,402.0,10.0,2.0,0.0,414.0,9_11_12
020091201,297.0,40.0,0.0,1.0,338.0,9_12_1
020091202,189.0,2.0,0.0,0.0,191.0,9_12_2
020091203,266.0,15.0,0.0,2.0,283.0,9_12_3
020091204,293.0,3.0,0.0,0.0,296.0,9_12_4
020091205,274.0,15.0,1.0,0.0,290.0,9_12_5
020091206,329.0,8.0,1.0,0.0,338.0,9_12_6
020091207,240.0,10.0,0.0,0.0,250.0,9_12_7
020091208,280.0,40.0,0.0,0.0,320.0,9_12_8
020091209,286.0,6.0,0.0,0.0,292.0,9_12_9
020091210,335.0,6.0,1.0,1.0,343.0,9_12_10
020091211,295.0,14.0,0.0,1.0,310.0,9_12_11
020091212,222.0,9.0,0.0,1.0,232.0,9_12_12
020091301,298.0,17.0,0.0,0.0,315.0,9_13_1
020091302,393.0,11.0,0.0,0.0,404.0,9_13_2
020091303,377.0,23.0,1.0,1.0,402.0,9_13_3
020091304,242.0,7.0,0.0,1.0,250.0,9_13_4
020091305,274.0,29.0,0.0,0.0,303.0,9_13_5
020091306,274.0,26.0,0.0,0.0,300.0,9_13_6
020091307,319.0,39.0,0.0,0.0,358.0,9_13_7
020091401,367.0,21.0,0.0,0.0,388.0,9_14_1
020091402,294.0,6.0,0.0,7.0,307.0,9_14_2
020091403,237.0,26.0,0.0,0.0,263.0,9_14_3
020091404,202.0,47.0,0.0,0.0,249.0,9_14_4
020091405,260.0,195.0,1.0,1.0,457.0,9_14_5
020091406,373.0,278.0,5.0,3.0,659.0,9_14_6
020091407,202.0,148.0,1.0,0.0,351.0,9_14_7
020091408,233.0,188.0,1.0,4.0,426.0,9_14_8
020091409,218.0,34.0,0.0,0.0,252.0,9_14_9
020091410,294.0,194.0,0.0,1.0,489.0,9_14_10
020091501,211.0,6.0,0.0,0.0,217.0,9_15_1
020091502,275.0,15.0,0.0,0.0,290.0,9_15_2
020091503,265.0,24.0,1.0,0.0,290.0,9_15_3
020091504,251.0,19.0,2.0,0.0,272.0,9_15_4
020091505,308.0,10.0,0.0,1.0,319.0,9_15_5
020091506,328.0,7.0,0.0,1.0,336.0,9_15_6
020091507,332.0,15.0,0.0,1.0,348.0,9_15_7
020091508,255.0,17.0,1.0,10.0,283.0,9_15_8
020091509,284.0,8.0,0.0,1.0,293.0,9_15_9
020091510,216.0,13.0,0.0,0.0,229.0,9_15_10
020091511,289.0,22.0,0.0,0.0,311.0,9_15_11
020091601,302.0,6.0,0.0,1.0,309.0,9_16_1
020091602,307.0,7.0,0.0,0.0,314.0,9_16_2
020091603,218.0,9.0,1.0,0.0,228.0,9_16_3
020091604,225.0,20.0,1.0,1.0,247.0,9_16_4
020091605,266.0,17.0,0.0,0.0,283.0,9_16_5
020091606,320.0,5.0,0.0,1.0,326.0,9_16_6
020091607,318.0,15.0,0.0,3.0,336.0,9_16_7
020091608,285.0,15.0,1.0,0.0,301.0,9_16_8
020091609,324.0,13.0,2.0,1.0,340.0,9_16_9
020091610,290.0,1.0,0.0,6.0,297.0,9_16_10
020091611,247.0,0.0,0.0,0.0,247.0,9_16_11
020091612,258.0,0.0,0.0,1.0,259.0,9_16_12
020091613,289.0,3.0,0.0,4.0,296.0,9_16_13
020100101,248.0,2.0,0.0,0.0,250.0,10_1_1
020100102,348.0,4.0,0.0,1.0,353.0,10_1_2
020100103,340.0,1.0,0.0,0.0,341.0,10_1_3
020100104,286.0,2.0,0.0,6.0,294.0,10_1_4
020100105,256.0,2.0,0.0,0.0,258.0,10_1_5
020100106,307.0,2.0,0.0,0.0,309.0,10_1_6
020100107,255.0,1.0,1.0,1.0,258.0,10_1_7
020100108,350.0,2.0,0.0,1.0,353.0,10_1_8
020100201,348.0,4.0,1.0,0.0,353.0,10_2_1
020100202,249.0,3.0,0.0,5.0,257.0,10_2_2
020100203,242.0,1.0,0.0,2.0,245.0,10_2_3
020100204,290.0,10.0,0.0,3.0,303.0,10_2_4
020100205,295.0,2.0,0.0,0.0,297.0,10_2_5
020100206,387.0,5.0,0.0,1.0,393.0,10_2_6
020100207,338.0,2.0,0.0,0.0,340.0,10_2_7
020100208,311.0,5.0,0.0,0.0,316.0,10_2_8
020100301,221.0,1.0,0.0,0.0,222.0,10_3_1
020100302,279.0,10.0,0.0,1.0,290.0,10_3_2
020100303,292.0,0.0,0.0,1.0,293.0,10_3_3
020100304,217.0,1.0,0.0,0.0,218.0,10_3_4
020100305,281.0,2.0,0.0,0.0,283.0,10_3_5
020100306,271.0,2.0,0.0,5.0,278.0,10_3_6
020100307,342.0,0.0,0.0,0.0,342.0,10_3_7
020100308,338.0,5.0,1.0,0.0,344.0,10_3_8
020100401,368.0,2.0,0.0,0.0,370.0,10_4_1
020100402,401.0,1.0,0.0,0.0,402.0,10_4_2
020100403,299.0,1.0,0.0,0.0,300.0,10_4_3
020100404,286.0,2.0,0.0,0.0,288.0,10_4_4
020100405,281.0,4.0,0.0,1.0,286.0,10_4_5
020100406,224.0,8.0,0.0,3.0,235.0,10_4_6
020100407,297.0,3.0,0.0,1.0,301.0,10_4_7
020100408,259.0,4.0,0.0,1.0,264.0,10_4_8
020100409,297.0,4.0,0.0,4.0,305.0,10_4_9
020100501,231.0,12.0,0.0,0.0,243.0,10_5_1
020100502,289.0,1.0,0.0,2.0,292.0,10_5_2
020100503,353.0,2.0,0.0,0.0,355.0,10_5_3
020100504,319.0,2.0,0.0,2.0,323.0,10_5_4
020100505,293.0,6.0,0.0,0.0,299.0,10_5_5
020100506,337.0,2.0,0.0,0.0,339.0,10_5_6
020100507,301.0,5.0,0.0,0.0,306.0,10_5_7
020100508,354.0,3.0,0.0,0.0,357.0,10_5_8
020100509,259.0,4.0,0.0,0.0,263.0,10_5_9
020100510,291.0,2.0,0.0,3.0,296.0,10_5_10
020100511,245.0,2.0,0.0,1.0,248.0,10_5_11
020100512,263.0,1.0,0.0,1.0,265.0,10_5_12
020100513,286.0,0.0,1.0,1.0,288.0,10_5_13
020100514,262.0,5.0,1.0,1.0,269.0,10_5_14
020100601,228.0,2.0,1.0,0.0,231.0,10_6_1
020100602,240.0,7.0,0.0,0.0,247.0,10_6_2
020100603,384.0,3.0,0.0,1.0,388.0,10_6_3
020100604,318.0,1.0,0.0,0.0,319.0,10_6_4
020100605,349.0,2.0,0.0,2.0,353.0,10_6_5
020100606,290.0,8.0,0.0,0.0,298.0,10_6_6
020100607,282.0,2.0,0.0,0.0,284.0,10_6_7
020100608,330.0,7.0,0.0,2.0,339.0,10_6_8
020100609,354.0,2.0,0.0,1.0,357.0,10_6_9
020100610,399.0,20.0,1.0,2.0,422.0,10_6_10
020100611,277.0,3.0,0.0,0.0,280.0,10_6_11
020100612,265.0,1.0,0.0,0.0,266.0,10_6_12
020100613,393.0,1.0,0.0,1.0,395.0,10_6_13
020100701,374.0,7.0,0.0,0.0,381.0,10_7_1
020100702,401.0,5.0,0.0,1.0,407.0,10_7_2
020100703,448.0,16.0,0.0,7.0,471.0,10_7_3
020100704,429.0,4.0,0.0,1.0,434.0,10_7_4
020100705,360.0,4.0,0.0,2.0,366.0,10_7_5
020100706,331.0,8.0,0.0,3.0,342.0,10_7_6
020100707,513.0,2.0,0.0,0.0,515.0,10_7_7
020100708,381.0,2.0,0.0,1.0,384.0,10_7_8
020100709,325.0,14.0,0.0,0.0,339.0,10_7_9
020100710,396.0,6.0,0.0,0.0,402.0,10_7_10
020100801,404.0,2.0,0.0,0.0,406.0,10_8_1
020100802,418.0,10.0,0.0,0.0,428.0,10_8_2
020100803,313.0,4.0,0.0,2.0,319.0,10_8_3
020100804,363.0,4.0,0.0,0.0,367.0,10_8_4
020100805,296.0,5.0,0.0,1.0,302.0,10_8_5
020100806,283.0,7.0,0.0,0.0,290.0,10_8_6
020100807,420.0,4.0,0.0,1.0,425.0,10_8_7
020100808,400.0,8.0,0.0,0.0,408.0,10_8_8
020100809,264.0,0.0,0.0,0.0,264.0,10_8_9
020100901,329.0,0.0,0.0,0.0,329.0,10_9_1
020100902,317.0,4.0,0.0,0.0,321.0,10_9_2
020100903,301.0,2.0,0.0,0.0,303.0,10_9_3
020100904,306.0,4.0,0.0,0.0,310.0,10_9_4
020100905,300.0,2.0,0.0,0.0,302.0,10_9_5
020100906,335.0,8.0,0.0,0.0,343.0,10_9_6
020100907,307.0,4.0,0.0,1.0,312.0,10_9_7
020100908,255.0,4.0,0.0,0.0,259.0,10_9_8
020100909,224.0,26.0,0.0,0.0,250.0,10_9_9
020100910,270.0,7.0,0.0,2.0,279.0,10_9_10
020101001,281.0,0.0,0.0,0.0,281.0,10_10_1
020101002,346.0,4.0,0.0,0.0,350.0,10_10_2
020101003,312.0,6.0,0.0,0.0,318.0,10_10_3
020101004,282.0,2.0,0.0,0.0,284.0,10_10_4
020101005,309.0,4.0,0.0,0.0,313.0,10_10_5
020101006,311.0,3.0,0.0,0.0,314.0,10_10_6
020101007,308.0,0.0,0.0,0.0,308.0,10_10_7
020101008,251.0,1.0,1.0,1.0,254.0,10_10_8
020101009,341.0,6.0,0.0,3.0,350.0,10_10_9
020101010,259.0,2.0,0.0,1.0,262.0,10_10_10
020101011,299.0,5.0,0.0,0.0,304.0,10_10_11
020101012,323.0,23.0,0.0,0.0,346.0,10_10_12
020101101,302.0,7.0,0.0,0.0,309.0,10_11_1
020101102,426.0,5.0,2.0,0.0,433.0,10_11_2
020101103,345.0,7.0,0.0,2.0,354.0,10_11_3
020101104,380.0,14.0,0.0,0.0,394.0,10_11_4
020101105,289.0,12.0,0.0,0.0,301.0,10_11_5
020101106,176.0,7.0,0.0,0.0,183.0,10_11_6
020101107,370.0,7.0,0.0,0.0,377.0,10_11_7
020101108,340.0,4.0,0.0,0.0,344.0,10_11_8
020101109,380.0,1.0,0.0,0.0,381.0,10_11_9
020101110,288.0,7.0,0.0,1.0,296.0,10_11_10
020101111,249.0,2.0,0.0,0.0,251.0,10_11_11
020101201,345.0,1.0,0.0,1.0,347.0,10_12_1
020101202,369.0,0.0,0.0,1.0,370.0,10_12_2
020101203,306.0,1.0,1.0,1.0,309.0,10_12_3
020101204,219.0,15.0,0.0,9.0,243.0,10_12_4
020101205,183.0,6.0,0.0,0.0,189.0,10_12_5
020101206,210.0,3.0,0.0,1.0,214.0,10_12_6
020101207,233.0,1.0,0.0,4.0,238.0,10_12_7
020101208,311.0,0.0,0.0,0.0,311.0,10_12_8
020101209,307.0,1.0,0.0,0.0,308.0,10_12_9
020101210,244.0,1.0,0.0,1.0,246.0,10_12_10
020101301,221.0,5.0,0.0,0.0,226.0,10_13_1
020101302,249.0,3.0,0.0,3.0,255.0,10_13_2
020101303,255.0,6.0,0.0,0.0,261.0,10_13_3
020101304,244.0,3.0,0.0,1.0,248.0,10_13_4
020101305,311.0,4.0,0.0,0.0,315.0,10_13_5
020101306,272.0,5.0,0.0,1.0,278.0,10_13_6
020101307,254.0,0.0,0.0,0.0,254.0,10_13_7
020101308,283.0,2.0,0.0,5.0,290.0,10_13_8
020101309,275.0,6.0,0.0,0.0,281.0,10_13_9
020101310,228.0,2.0,0.0,0.0,230.0,10_13_10
020101311,286.0,1.0,0.0,0.0,287.0,10_13_11
020101312,267.0,0.0,0.0,0.0,267.0,10_13_12
020101401,325.0,9.0,0.0,0.0,334.0,10_14_1
020101402,307.0,7.0,0.0,1.0,315.0,10_14_2
020101403,317.0,4.0,1.0,0.0,322.0,10_14_3
020101404,295.0,0.0,0.0,1.0,296.0,10_14_4
020101405,260.0,2.0,0.0,0.0,262.0,10_14_5
020101406,203.0,2.0,0.0,0.0,205.0,10_14_6
020101407,286.0,4.0,1.0,0.0,291.0,10_14_7
020101408,252.0,1.0,0.0,0.0,253.0,10_14_8
020101409,326.0,8.0,0.0,3.0,337.0,10_14_9
020101410,340.0,1.0,0.0,0.0,341.0,10_14_10
020101411,245.0,22.0,0.0,0.0,267.0,10_14_11
020101501,247.0,14.0,1.0,1.0,263.0,10_15_1
020101502,343.0,4.0,0.0,0.0,347.0,10_15_2
020101503,196.0,3.0,0.0,3.0,202.0,10_15_3
020101504,244.0,3.0,0.0,0.0,247.0,10_15_4
020101505,298.0,0.0,0.0,0.0,298.0,10_15_5
020101506,242.0,6.0,0.0,0.0,248.0,10_15_6
020101507,222.0,2.0,0.0,1.0,225.0,10_15_7
020101508,332.0,42.0,0.0,1.0,375.0,10_15_8
020101509,457.0,2.0,0.0,0.0,459.0,10_15_9
020101601,258.0,5.0,0.0,7.0,270.0,10_16_1
020101602,403.0,1.0,0.0,4.0,408.0,10_16_2
020101603,253.0,27.0,1.0,1.0,282.0,10_16_3
020101604,343.0,1.0,0.0,0.0,344.0,10_16_4
020101605,388.0,1.0,0.0,0.0,389.0,10_16_5
020101606,349.0,7.0,0.0,0.0,356.0,10_16_6
020101607,286.0,2.0,0.0,1.0,289.0,10_16_7
020101608,310.0,2.0,0.0,0.0,312.0,10_16_8
020101609,326.0,11.0,1.0,0.0,338.0,10_16_9
020101701,309.0,1.0,0.0,3.0,313.0,10_17_1
020101702,372.0,0.0,0.0,0.0,372.0,10_17_2
020101703,354.0,6.0,0.0,0.0,360.0,10_17_3
020101704,377.0,0.0,0.0,1.0,378.0,10_17_4
020101705,352.0,15.0,0.0,0.0,367.0,10_17_5
020101706,299.0,9.0,0.0,0.0,308.0,10_17_6
020101707,280.0,9.0,0.0,0.0,289.0,10_17_7
020101708,242.0,4.0,0.0,0.0,246.0,10_17_8
020101709,235.0,3.0,0.0,1.0,239.0,10_17_9
020101710,268.0,0.0,0.0,1.0,269.0,10_17_10
020101801,273.0,7.0,0.0,0.0,280.0,10_18_1
020101802,267.0,3.0,0.0,0.0,270.0,10_18_2
020101803,335.0,2.0,0.0,0.0,337.0,10_18_3
020101804,386.0,10.0,0.0,0.0,396.0,10_18_4
020101805,274.0,3.0,0.0,0.0,277.0,10_18_5
020101806,280.0,0.0,0.0,0.0,280.0,10_18_6
020101807,361.0,1.0,0.0,3.0,365.0,10_18_7
020101808,182.0,2.0,0.0,0.0,184.0,10_18_8
020101809,453.0,4.0,0.0,1.0,458.0,10_18_9
020101810,190.0,0.0,0.0,1.0,191.0,10_18_10
020101811,224.0,0.0,0.0,0.0,224.0,10_18_11
020101812,285.0,10.0,0.0,2.0,297.0,10_18_12
020101901,264.0,1.0,0.0,0.0,265.0,10_19_1
020101902,428.0,8.0,0.0,0.0,436.0,10_19_2
020101903,289.0,65.0,1.0,0.0,355.0,10_19_3
020101904,325.0,2.0,0.0,13.0,340.0,10_19_4
020101905,339.0,8.0,0.0,1.0,348.0,10_19_5
020101906,312.0,31.0,4.0,0.0,347.0,10_19_6
020101907,328.0,0.0,0.0,0.0,328.0,10_19_7
020101908,208.0,7.0,0.0,0.0,215.0,10_19_8
020101909,271.0,5.0,0.0,0.0,276.0,10_19_9
020101910,391.0,8.0,1.0,0.0,400.0,10_19_10
020101911,339.0,5.0,0.0,0.0,344.0,10_19_11
020101912,422.0,7.0,0.0,0.0,429.0,10_19_12
020110101,319.0,5.0,0.0,0.0,324.0,11_1_1
020110102,336.0,1.0,0.0,2.0,339.0,11_1_2
020110103,241.0,6.0,0.0,0.0,247.0,11_1_3
020110104,304.0,2.0,0.0,10.0,316.0,11_1_4
020110105,219.0,1.0,0.0,1.0,221.0,11_1_5
020110106,275.0,3.0,0.0,0.0,278.0,11_1_6
020110107,250.0,2.0,0.0,0.0,252.0,11_1_7
020110108,291.0,4.0,0.0,0.0,295.0,11_1_8
020110109,297.0,4.0,0.0,3.0,304.0,11_1_9
020110110,339.0,1.0,0.0,0.0,340.0,11_1_10
020110111,376.0,23.0,0.0,3.0,402.0,11_1_11
020110112,257.0,7.0,0.0,2.0,266.0,11_1_12
020110201,284.0,2.0,0.0,0.0,286.0,11_2_1
020110202,356.0,5.0,0.0,0.0,361.0,11_2_2
020110203,285.0,1.0,0.0,0.0,286.0,11_2_3
020110204,222.0,1.0,0.0,0.0,223.0,11_2_4
020110205,386.0,3.0,0.0,0.0,389.0,11_2_5
020110206,356.0,2.0,0.0,0.0,358.0,11_2_6
020110207,308.0,4.0,0.0,0.0,312.0,11_2_7
020110208,300.0,2.0,0.0,0.0,302.0,11_2_8
020110209,235.0,2.0,0.0,1.0,238.0,11_2_9
020110210,342.0,6.0,0.0,0.0,348.0,11_2_10
020110211,327.0,1.0,0.0,0.0,328.0,11_2_11
020110301,264.0,0.0,0.0,0.0,264.0,11_3_1
020110302,291.0,1.0,0.0,0.0,292.0,11_3_2
020110303,234.0,4.0,0.0,2.0,240.0,11_3_3
020110304,207.0,3.0,0.0,0.0,210.0,11_3_4
020110305,233.0,0.0,0.0,0.0,233.0,11_3_5
020110306,284.0,3.0,0.0,0.0,287.0,11_3_6
020110307,281.0,2.0,0.0,0.0,283.0,11_3_7
020110308,299.0,0.0,0.0,0.0,299.0,11_3_8
020110309,298.0,0.0,0.0,0.0,298.0,11_3_9
020110310,315.0,2.0,0.0,0.0,317.0,11_3_10
020110311,251.0,2.0,0.0,1.0,254.0,11_3_11
020110312,280.0,1.0,1.0,0.0,282.0,11_3_12
