Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total,CO_FRAC_RA
020020403,92.0,33.0,14.0,6.0,4.0,0.0,149.0,2_4_3
020020404,119.0,39.0,25.0,5.0,6.0,1.0,195.0,2_4_4
020020405,133.0,70.0,64.0,6.0,11.0,0.0,284.0,2_4_5
020020406,123.0,51.0,29.0,6.0,3.0,0.0,212.0,2_4_6
020020407,128.0,53.0,42.0,3.0,8.0,1.0,235.0,2_4_7
020020408,234.0,80.0,88.0,16.0,8.0,1.0,427.0,2_4_8
020020409,162.0,79.0,68.0,7.0,16.0,1.0,333.0,2_4_9
020020410,250.0,69.0,95.0,5.0,9.0,2.0,430.0,2_4_10
020020501,150.0,51.0,39.0,9.0,6.0,1.0,256.0,2_5_1
020020502,166.0,85.0,51.0,4.0,12.0,1.0,319.0,2_5_2
020020503,178.0,52.0,19.0,0.0,6.0,0.0,255.0,2_5_3
020020504,125.0,51.0,35.0,4.0,11.0,0.0,226.0,2_5_4
020020505,170.0,68.0,59.0,11.0,15.0,1.0,324.0,2_5_5
020020506,157.0,77.0,66.0,12.0,16.0,0.0,328.0,2_5_6
020020507,159.0,65.0,80.0,5.0,19.0,1.0,329.0,2_5_7
020020508,149.0,52.0,99.0,14.0,12.0,2.0,328.0,2_5_8
020020509,135.0,49.0,67.0,7.0,12.0,1.0,271.0,2_5_9
020020601,92.0,37.0,36.0,4.0,6.0,0.0,175.0,2_6_1
020020602,314.0,129.0,102.0,9.0,16.0,2.0,572.0,2_6_2
020020603,113.0,66.0,35.0,4.0,8.0,0.0,226.0,2_6_3
020020604,165.0,74.0,73.0,8.0,12.0,1.0,333.0,2_6_4
020020605,65.0,52.0,51.0,5.0,10.0,0.0,183.0,2_6_5
020020606,145.0,66.0,84.0,7.0,14.0,4.0,320.0,2_6_6
020020607,84.0,35.0,44.0,2.0,10.0,0.0,175.0,2_6_7
020020608,90.0,45.0,62.0,7.0,14.0,1.0,219.0,2_6_8
020020609,141.0,44.0,67.0,8.0,15.0,1.0,276.0,2_6_9
020020610,96.0,31.0,78.0,10.0,12.0,1.0,228.0,2_6_10
020020701,321.0,139.0,91.0,11.0,10.0,1.0,573.0,2_7_1
020020702,219.0,96.0,131.0,14.0,30.0,3.0,493.0,2_7_2
020020703,189.0,79.0,67.0,6.0,17.0,3.0,361.0,2_7_3
020020704,125.0,64.0,60.0,6.0,11.0,1.0,267.0,2_7_4
020020705,133.0,44.0,52.0,6.0,9.0,0.0,244.0,2_7_5
020020706,125.0,61.0,73.0,2.0,9.0,1.0,271.0,2_7_6
020020707,176.0,74.0,114.0,19.0,25.0,1.0,409.0,2_7_7
020020708,70.0,21.0,51.0,15.0,14.0,1.0,172.0,2_7_8
020020709,135.0,46.0,79.0,6.0,12.0,0.0,278.0,2_7_9
020020801,164.0,50.0,103.0,11.0,17.0,2.0,347.0,2_8_1
020020802,144.0,61.0,75.0,9.0,16.0,1.0,306.0,2_8_2
020020803,213.0,76.0,126.0,12.0,28.0,2.0,457.0,2_8_3
020020804,229.0,88.0,129.0,13.0,19.0,0.0,478.0,2_8_4
020020805,174.0,73.0,130.0,10.0,25.0,1.0,413.0,2_8_5
020020806,278.0,116.0,174.0,16.0,38.0,3.0,625.0,2_8_6
020020807,329.0,157.0,181.0,12.0,28.0,0.0,707.0,2_8_7
020020808,192.0,86.0,66.0,6.0,6.0,1.0,357.0,2_8_8
020020901,193.0,77.0,104.0,7.0,16.0,2.0,399.0,2_9_1
020020902,85.0,45.0,73.0,9.0,5.0,1.0,218.0,2_9_2
020020903,223.0,60.0,139.0,9.0,20.0,0.0,451.0,2_9_3
020020904,220.0,94.0,108.0,19.0,20.0,0.0,461.0,2_9_4
020020905,227.0,101.0,118.0,20.0,19.0,3.0,488.0,2_9_5
020020906,214.0,74.0,121.0,10.0,20.0,2.0,441.0,2_9_6
020020907,241.0,69.0,127.0,15.0,20.0,0.0,472.0,2_9_7
020020908,282.0,126.0,199.0,17.0,25.0,0.0,649.0,2_9_8
020020909,221.0,94.0,172.0,19.0,36.0,8.0,550.0,2_9_9
020021001,184.0,79.0,201.0,19.0,32.0,4.0,519.0,2_10_1
020021002,150.0,33.0,155.0,9.0,18.0,1.0,366.0,2_10_2
020021003,63.0,48.0,73.0,9.0,15.0,1.0,209.0,2_10_3
020021004,145.0,84.0,95.0,10.0,9.0,1.0,344.0,2_10_4
020021005,116.0,66.0,189.0,9.0,41.0,5.0,426.0,2_10_5
020021006,126.0,54.0,117.0,8.0,14.0,2.0,321.0,2_10_6
020021007,230.0,90.0,128.0,16.0,18.0,1.0,483.0,2_10_7
020021008,184.0,78.0,148.0,11.0,19.0,3.0,443.0,2_10_8
020021009,134.0,57.0,81.0,10.0,15.0,2.0,299.0,2_10_9
020021101,282.0,100.0,184.0,20.0,33.0,2.0,621.0,2_11_1
020021102,98.0,48.0,75.0,8.0,11.0,1.0,241.0,2_11_2
020021103,319.0,114.0,200.0,21.0,16.0,2.0,672.0,2_11_3
020021104,295.0,130.0,190.0,17.0,30.0,6.0,668.0,2_11_4
020021105,75.0,25.0,57.0,3.0,9.0,0.0,169.0,2_11_5
020021106,113.0,31.0,114.0,11.0,35.0,1.0,305.0,2_11_6
020021201,239.0,96.0,87.0,5.0,7.0,1.0,435.0,2_12_1
020021202,193.0,89.0,97.0,11.0,10.0,2.0,402.0,2_12_2
020021203,220.0,87.0,117.0,16.0,17.0,0.0,457.0,2_12_3
020021204,332.0,116.0,205.0,23.0,25.0,3.0,704.0,2_12_4
020021205,247.0,119.0,178.0,26.0,42.0,3.0,615.0,2_12_5
020021206,213.0,85.0,163.0,15.0,21.0,1.0,498.0,2_12_6
020021301,226.0,111.0,207.0,21.0,30.0,0.0,595.0,2_13_1
020021302,173.0,76.0,128.0,10.0,28.0,3.0,418.0,2_13_2
020021303,247.0,70.0,161.0,21.0,15.0,2.0,516.0,2_13_3
020021304,248.0,90.0,173.0,21.0,22.0,1.0,555.0,2_13_4
020021305,272.0,105.0,204.0,23.0,40.0,3.0,647.0,2_13_5
020021306,141.0,53.0,139.0,12.0,35.0,2.0,382.0,2_13_6
020021307,298.0,80.0,174.0,23.0,57.0,2.0,634.0,2_13_7
020021401,113.0,46.0,69.0,7.0,12.0,1.0,248.0,2_14_1
020021402,122.0,46.0,112.0,11.0,14.0,1.0,306.0,2_14_2
020021403,71.0,30.0,56.0,3.0,14.0,1.0,175.0,2_14_3
020021404,165.0,63.0,113.0,12.0,16.0,0.0,369.0,2_14_4
020021405,226.0,133.0,115.0,11.0,14.0,0.0,499.0,2_14_5
020021406,227.0,130.0,144.0,8.0,21.0,2.0,532.0,2_14_6
020021407,185.0,66.0,86.0,3.0,8.0,0.0,348.0,2_14_7
020021408,164.0,52.0,135.0,7.0,19.0,3.0,380.0,2_14_8
020021409,248.0,132.0,171.0,23.0,27.0,4.0,605.0,2_14_9
020021410,231.0,80.0,168.0,13.0,40.0,5.0,537.0,2_14_10
020021501,134.0,58.0,57.0,9.0,7.0,1.0,266.0,2_15_1
020021502,144.0,77.0,130.0,7.0,30.0,0.0,388.0,2_15_2
020021503,249.0,127.0,197.0,13.0,41.0,3.0,630.0,2_15_3
020021504,149.0,48.0,86.0,7.0,19.0,1.0,310.0,2_15_4
020021505,102.0,50.0,84.0,11.0,15.0,5.0,267.0,2_15_5
020021506,132.0,60.0,78.0,7.0,8.0,1.0,286.0,2_15_6
020021507,154.0,70.0,110.0,11.0,22.0,0.0,367.0,2_15_7
020021508,158.0,86.0,71.0,5.0,15.0,4.0,339.0,2_15_8
020021601,138.0,54.0,94.0,8.0,25.0,2.0,321.0,2_16_1
020021602,156.0,65.0,62.0,7.0,17.0,1.0,308.0,2_16_2
020021603,118.0,51.0,107.0,8.0,20.0,1.0,305.0,2_16_3
020021604,123.0,47.0,93.0,5.0,14.0,2.0,284.0,2_16_4
020021605,166.0,74.0,126.0,5.0,13.0,2.0,386.0,2_16_5
020021606,154.0,65.0,75.0,12.0,12.0,0.0,318.0,2_16_6
020021607,176.0,78.0,85.0,13.0,7.0,0.0,359.0,2_16_7
020021608,95.0,38.0,48.0,3.0,11.0,1.0,196.0,2_16_8
020021701,255.0,103.0,166.0,20.0,26.0,1.0,571.0,2_17_1
020021702,172.0,62.0,108.0,12.0,27.0,1.0,382.0,2_17_2
020021703,227.0,93.0,107.0,11.0,16.0,0.0,454.0,2_17_3
020021704,67.0,22.0,60.0,3.0,15.0,1.0,168.0,2_17_4
020021705,105.0,37.0,125.0,3.0,20.0,0.0,290.0,2_17_5
020021706,174.0,75.0,156.0,7.0,37.0,3.0,452.0,2_17_6
020021707,259.0,70.0,178.0,21.0,47.0,2.0,577.0,2_17_7
020021708,173.0,58.0,192.0,21.0,40.0,5.0,489.0,2_17_8
020021709,159.0,66.0,101.0,13.0,24.0,3.0,366.0,2_17_9
020021801,208.0,71.0,121.0,18.0,39.0,1.0,458.0,2_18_1
020021802,222.0,113.0,175.0,7.0,27.0,4.0,548.0,2_18_2
020021803,178.0,56.0,135.0,8.0,17.0,3.0,397.0,2_18_3
020021804,103.0,41.0,96.0,7.0,16.0,4.0,267.0,2_18_4
020021805,119.0,55.0,57.0,9.0,9.0,1.0,250.0,2_18_5
020021806,161.0,69.0,101.0,18.0,17.0,1.0,367.0,2_18_6
020021807,134.0,50.0,79.0,9.0,4.0,1.0,277.0,2_18_7
020021808,102.0,47.0,146.0,12.0,27.0,1.0,335.0,2_18_8
020021901,117.0,76.0,150.0,19.0,30.0,1.0,393.0,2_19_1
020021902,132.0,66.0,82.0,13.0,12.0,1.0,306.0,2_19_2
020021903,131.0,72.0,76.0,12.0,9.0,5.0,305.0,2_19_3
020021904,234.0,79.0,125.0,18.0,40.0,3.0,499.0,2_19_4
020021905,158.0,55.0,122.0,12.0,12.0,2.0,361.0,2_19_5
020021906,139.0,43.0,184.0,17.0,39.0,2.0,424.0,2_19_6
020021907,119.0,50.0,124.0,12.0,17.0,2.0,324.0,2_19_7
020021908,144.0,68.0,121.0,13.0,28.0,3.0,377.0,2_19_8
020022001,204.0,87.0,142.0,9.0,15.0,0.0,457.0,2_20_1
020022002,150.0,52.0,185.0,10.0,48.0,4.0,449.0,2_20_2
020022003,161.0,51.0,120.0,12.0,28.0,0.0,372.0,2_20_3
020022004,119.0,60.0,151.0,18.0,34.0,4.0,386.0,2_20_4
020022005,111.0,47.0,68.0,14.0,10.0,1.0,251.0,2_20_5
020022006,153.0,60.0,108.0,9.0,24.0,2.0,356.0,2_20_6
020022007,94.0,38.0,76.0,15.0,21.0,3.0,247.0,2_20_7
020022008,105.0,35.0,119.0,14.0,28.0,0.0,301.0,2_20_8
020022101,219.0,98.0,118.0,12.0,14.0,1.0,462.0,2_21_1
020022102,219.0,95.0,103.0,12.0,11.0,2.0,442.0,2_21_2
020022103,153.0,85.0,92.0,9.0,28.0,2.0,369.0,2_21_3
020022104,202.0,89.0,173.0,17.0,46.0,3.0,530.0,2_21_4
020022105,203.0,74.0,176.0,24.0,29.0,2.0,508.0,2_21_5
020022106,188.0,76.0,164.0,21.0,29.0,3.0,481.0,2_21_6
020022201,167.0,55.0,121.0,6.0,16.0,3.0,368.0,2_22_1
020022202,159.0,48.0,59.0,7.0,8.0,0.0,281.0,2_22_2
020022203,92.0,41.0,54.0,4.0,14.0,0.0,205.0,2_22_3
020022204,205.0,84.0,158.0,11.0,24.0,1.0,483.0,2_22_4
020022205,232.0,106.0,151.0,21.0,17.0,1.0,528.0,2_22_5
020022206,238.0,83.0,181.0,20.0,34.0,1.0,557.0,2_22_6
020022301,230.0,97.0,88.0,10.0,9.0,1.0,435.0,2_23_1
020022302,223.0,112.0,138.0,12.0,27.0,0.0,512.0,2_23_2
020022303,200.0,97.0,119.0,11.0,10.0,4.0,441.0,2_23_3
020022304,160.0,73.0,99.0,16.0,30.0,3.0,381.0,2_23_4
020022305,128.0,59.0,86.0,11.0,10.0,1.0,295.0,2_23_5
020022306,103.0,53.0,35.0,8.0,4.0,0.0,203.0,2_23_6
020022307,109.0,48.0,73.0,3.0,3.0,1.0,237.0,2_23_7
020022308,82.0,53.0,38.0,3.0,10.0,1.0,187.0,2_23_8
020022309,226.0,85.0,124.0,13.0,14.0,1.0,463.0,2_23_9
020022401,216.0,112.0,105.0,7.0,9.0,1.0,450.0,2_24_1
020022402,174.0,77.0,98.0,8.0,19.0,1.0,377.0,2_24_2
020022403,146.0,93.0,75.0,10.0,10.0,1.0,335.0,2_24_3
020022404,216.0,78.0,126.0,23.0,20.0,1.0,464.0,2_24_4
020022405,216.0,69.0,165.0,17.0,38.0,1.0,506.0,2_24_5
020022406,220.0,115.0,106.0,12.0,12.0,3.0,468.0,2_24_6
020022501,143.0,46.0,91.0,10.0,20.0,2.0,312.0,2_25_1
020022502,161.0,57.0,103.0,10.0,18.0,0.0,349.0,2_25_2
020022503,75.0,25.0,59.0,7.0,11.0,0.0,177.0,2_25_3
020022504,182.0,33.0,169.0,12.0,27.0,4.0,427.0,2_25_4
020022505,215.0,89.0,128.0,14.0,22.0,1.0,469.0,2_25_5
020022506,92.0,15.0,162.0,10.0,69.0,7.0,355.0,2_25_6
020022507,130.0,53.0,150.0,21.0,30.0,2.0,386.0,2_25_7
020022508,173.0,97.0,189.0,22.0,40.0,2.0,523.0,2_25_8
020022509,163.0,58.0,143.0,25.0,21.0,1.0,411.0,2_25_9
020022510,99.0,37.0,114.0,24.0,24.0,1.0,299.0,2_25_10
020022511,152.0,49.0,209.0,27.0,60.0,4.0,501.0,2_25_11
020030101,158.0,63.0,173.0,29.0,54.0,11.0,488.0,3_1_1
020030102,127.0,61.0,163.0,20.0,41.0,7.0,419.0,3_1_2
020030103,133.0,56.0,188.0,24.0,59.0,7.0,467.0,3_1_3
020030104,83.0,21.0,98.0,15.0,25.0,6.0,248.0,3_1_4
020030105,97.0,54.0,129.0,29.0,52.0,13.0,374.0,3_1_5
020030106,59.0,22.0,88.0,17.0,56.0,20.0,262.0,3_1_6
020030107,48.0,19.0,131.0,22.0,96.0,31.0,347.0,3_1_7
020030108,7.0,2.0,66.0,5.0,74.0,34.0,188.0,3_1_8
020030109,93.0,27.0,79.0,13.0,14.0,1.0,227.0,3_1_9
020030110,50.0,25.0,61.0,4.0,43.0,9.0,192.0,3_1_10
020030111,94.0,30.0,69.0,9.0,23.0,5.0,230.0,3_1_11
020030201,92.0,67.0,111.0,25.0,23.0,5.0,323.0,3_2_1
020030202,115.0,43.0,117.0,14.0,38.0,6.0,333.0,3_2_2
020030203,109.0,44.0,125.0,12.0,42.0,4.0,336.0,3_2_3
020030204,124.0,41.0,82.0,21.0,17.0,3.0,288.0,3_2_4
020030205,127.0,52.0,106.0,28.0,45.0,11.0,369.0,3_2_5
020030206,89.0,31.0,128.0,34.0,70.0,15.0,367.0,3_2_6
020030207,113.0,58.0,159.0,24.0,61.0,5.0,420.0,3_2_7
020030208,141.0,45.0,94.0,31.0,38.0,5.0,354.0,3_2_8
020030209,93.0,36.0,112.0,31.0,35.0,4.0,311.0,3_2_9
020030210,48.0,21.0,76.0,12.0,30.0,6.0,193.0,3_2_10
020030211,88.0,39.0,87.0,19.0,22.0,2.0,257.0,3_2_11
020030212,126.0,58.0,109.0,22.0,44.0,6.0,365.0,3_2_12
020030301,182.0,114.0,130.0,29.0,21.0,0.0,476.0,3_3_1
020030302,119.0,58.0,133.0,15.0,46.0,2.0,373.0,3_3_2
020030303,79.0,52.0,87.0,14.0,27.0,1.0,260.0,3_3_3
020030304,69.0,52.0,64.0,7.0,18.0,3.0,213.0,3_3_4
020030305,82.0,45.0,85.0,10.0,23.0,0.0,245.0,3_3_5
020030306,108.0,55.0,93.0,21.0,24.0,1.0,302.0,3_3_6
020030307,110.0,62.0,86.0,23.0,20.0,7.0,308.0,3_3_7
020030308,104.0,54.0,72.0,22.0,10.0,1.0,263.0,3_3_8
020030309,99.0,14.0,28.0,9.0,9.0,0.0,159.0,3_3_9
020030310,132.0,59.0,113.0,16.0,44.0,29.0,393.0,3_3_10
020030311,85.0,36.0,88.0,36.0,60.0,0.0,305.0,3_3_11
020030401,140.0,65.0,95.0,26.0,28.0,0.0,354.0,3_4_1
020030402,80.0,30.0,71.0,16.0,17.0,2.0,216.0,3_4_2
020030403,116.0,62.0,83.0,6.0,9.0,3.0,279.0,3_4_3
020030404,74.0,50.0,117.0,21.0,55.0,9.0,326.0,3_4_4
020030405,75.0,33.0,100.0,13.0,58.0,9.0,288.0,3_4_5
020030406,116.0,39.0,106.0,17.0,23.0,7.0,308.0,3_4_6
020030407,86.0,49.0,93.0,18.0,23.0,1.0,270.0,3_4_7
020030408,79.0,51.0,90.0,18.0,27.0,6.0,271.0,3_4_8
020030501,82.0,38.0,140.0,21.0,85.0,7.0,373.0,3_5_1
020030502,88.0,40.0,110.0,19.0,33.0,1.0,291.0,3_5_2
020030503,144.0,67.0,185.0,23.0,43.0,7.0,469.0,3_5_3
020030504,100.0,38.0,77.0,11.0,30.0,6.0,262.0,3_5_4
020030505,127.0,55.0,109.0,12.0,26.0,1.0,330.0,3_5_5
020030506,65.0,33.0,88.0,5.0,24.0,0.0,215.0,3_5_6
020030507,166.0,69.0,104.0,8.0,19.0,2.0,368.0,3_5_7
020030601,106.0,51.0,128.0,21.0,45.0,3.0,354.0,3_6_1
020030602,69.0,26.0,58.0,4.0,13.0,5.0,175.0,3_6_2
020030603,106.0,47.0,119.0,5.0,31.0,4.0,312.0,3_6_3
020030604,156.0,44.0,86.0,14.0,20.0,0.0,320.0,3_6_4
020030605,83.0,30.0,127.0,11.0,60.0,18.0,329.0,3_6_5
020030606,99.0,41.0,78.0,13.0,23.0,1.0,255.0,3_6_6
020030607,107.0,66.0,99.0,25.0,15.0,0.0,312.0,3_6_7
020030701,39.0,23.0,51.0,9.0,14.0,0.0,136.0,3_7_1
020030702,135.0,69.0,145.0,24.0,40.0,2.0,415.0,3_7_2
020030703,175.0,80.0,139.0,21.0,31.0,7.0,453.0,3_7_3
020030704,133.0,56.0,130.0,9.0,36.0,5.0,369.0,3_7_4
020030705,85.0,22.0,104.0,17.0,35.0,5.0,268.0,3_7_5
020030706,69.0,34.0,124.0,8.0,46.0,2.0,283.0,3_7_6
020030707,192.0,46.0,197.0,22.0,43.0,4.0,504.0,3_7_7
020030708,64.0,29.0,51.0,4.0,9.0,2.0,159.0,3_7_8
020030709,148.0,49.0,141.0,23.0,36.0,7.0,404.0,3_7_9
020030801,123.0,37.0,119.0,13.0,26.0,3.0,321.0,3_8_1
020030802,92.0,38.0,55.0,11.0,14.0,2.0,212.0,3_8_2
020030803,128.0,62.0,106.0,24.0,19.0,2.0,341.0,3_8_3
020030804,79.0,43.0,57.0,18.0,17.0,3.0,217.0,3_8_4
020030805,62.0,22.0,84.0,11.0,32.0,5.0,216.0,3_8_5
020030806,82.0,39.0,57.0,6.0,14.0,5.0,203.0,3_8_6
020030807,54.0,22.0,59.0,10.0,20.0,1.0,166.0,3_8_7
020030808,51.0,41.0,74.0,8.0,31.0,2.0,207.0,3_8_8
020030809,94.0,35.0,113.0,27.0,32.0,3.0,304.0,3_8_9
020030810,91.0,24.0,92.0,23.0,25.0,1.0,256.0,3_8_10
020030901,127.0,49.0,116.0,30.0,60.0,6.0,388.0,3_9_1
020030902,79.0,37.0,59.0,14.0,16.0,1.0,206.0,3_9_2
020030903,116.0,53.0,121.0,23.0,26.0,3.0,342.0,3_9_3
020030904,109.0,57.0,134.0,41.0,59.0,14.0,414.0,3_9_4
020030905,65.0,32.0,69.0,22.0,29.0,5.0,222.0,3_9_5
020030906,53.0,20.0,68.0,20.0,34.0,1.0,196.0,3_9_6
020030907,66.0,29.0,94.0,14.0,76.0,13.0,292.0,3_9_7
020030908,98.0,38.0,103.0,10.0,53.0,10.0,312.0,3_9_8
020030909,136.0,56.0,127.0,22.0,27.0,3.0,371.0,3_9_9
020030910,109.0,51.0,107.0,13.0,35.0,11.0,326.0,3_9_10
020031001,111.0,33.0,148.0,25.0,55.0,5.0,377.0,3_10_1
020031002,96.0,43.0,104.0,21.0,50.0,9.0,323.0,3_10_2
020031003,94.0,42.0,76.0,17.0,24.0,4.0,257.0,3_10_3
020031004,100.0,42.0,111.0,12.0,28.0,5.0,298.0,3_10_4
020031005,60.0,34.0,73.0,10.0,20.0,5.0,202.0,3_10_5
020031006,114.0,44.0,105.0,17.0,81.0,29.0,390.0,3_10_6
020031007,116.0,48.0,112.0,17.0,43.0,4.0,340.0,3_10_7
020031008,79.0,42.0,90.0,16.0,39.0,8.0,274.0,3_10_8
020031101,145.0,64.0,116.0,19.0,23.0,0.0,367.0,3_11_1
020031102,127.0,49.0,174.0,24.0,73.0,7.0,454.0,3_11_2
020031103,92.0,37.0,140.0,23.0,81.0,11.0,384.0,3_11_3
020031104,173.0,68.0,102.0,16.0,25.0,2.0,386.0,3_11_4
020031105,104.0,56.0,94.0,9.0,41.0,12.0,316.0,3_11_5
020031106,125.0,57.0,157.0,13.0,57.0,6.0,415.0,3_11_6
020031107,182.0,51.0,130.0,24.0,46.0,4.0,437.0,3_11_7
020031108,108.0,47.0,98.0,13.0,18.0,0.0,284.0,3_11_8
020031201,164.0,45.0,97.0,19.0,25.0,0.0,350.0,3_12_1
020031202,134.0,48.0,169.0,23.0,52.0,2.0,428.0,3_12_2
020031203,114.0,45.0,121.0,6.0,22.0,2.0,310.0,3_12_3
020031204,52.0,33.0,125.0,7.0,31.0,1.0,249.0,3_12_4
020031205,203.0,47.0,176.0,30.0,34.0,1.0,491.0,3_12_5
020031206,16.0,16.0,19.0,1.0,10.0,4.0,66.0,3_12_6
020031207,144.0,68.0,182.0,23.0,46.0,3.0,466.0,3_12_7
020031208,121.0,26.0,96.0,11.0,33.0,4.0,291.0,3_12_8
020031209,65.0,21.0,82.0,11.0,32.0,3.0,214.0,3_12_9
020031210,90.0,42.0,120.0,15.0,74.0,22.0,363.0,3_12_10
020031301,84.0,62.0,90.0,9.0,48.0,12.0,305.0,3_13_1
020031302,67.0,34.0,148.0,18.0,69.0,20.0,356.0,3_13_2
020031303,127.0,58.0,137.0,24.0,41.0,6.0,393.0,3_13_3
020031304,54.0,26.0,67.0,9.0,41.0,11.0,208.0,3_13_4
020031305,106.0,38.0,131.0,25.0,28.0,1.0,329.0,3_13_5
020031306,88.0,24.0,136.0,22.0,51.0,2.0,323.0,3_13_6
020031307,89.0,64.0,75.0,11.0,12.0,0.0,251.0,3_13_7
020031308,64.0,21.0,100.0,9.0,42.0,5.0,241.0,3_13_8
020031309,140.0,51.0,133.0,19.0,24.0,2.0,369.0,3_13_9
020031310,68.0,27.0,129.0,13.0,55.0,23.0,315.0,3_13_10
020031311,91.0,34.0,88.0,19.0,33.0,2.0,267.0,3_13_11
020031401,61.0,32.0,146.0,23.0,74.0,10.0,346.0,3_14_1
020031402,141.0,37.0,153.0,35.0,47.0,5.0,418.0,3_14_2
020031403,131.0,68.0,154.0,49.0,51.0,1.0,454.0,3_14_3
020031404,86.0,46.0,88.0,26.0,42.0,11.0,299.0,3_14_4
020031405,85.0,50.0,110.0,15.0,85.0,20.0,365.0,3_14_5
020031406,177.0,98.0,165.0,20.0,45.0,9.0,514.0,3_14_6
020031407,74.0,33.0,99.0,16.0,34.0,3.0,259.0,3_14_7
020031408,92.0,46.0,105.0,23.0,39.0,11.0,316.0,3_14_8
020031409,7.0,5.0,13.0,1.0,16.0,1.0,43.0,3_14_9
020031410,104.0,27.0,104.0,10.0,61.0,7.0,313.0,3_14_10
020031501,101.0,28.0,99.0,25.0,28.0,1.0,282.0,3_15_1
020031502,98.0,51.0,154.0,32.0,58.0,6.0,399.0,3_15_2
020031503,76.0,36.0,93.0,27.0,31.0,8.0,271.0,3_15_3
020031504,100.0,53.0,116.0,24.0,31.0,10.0,334.0,3_15_4
020031505,129.0,34.0,146.0,26.0,41.0,6.0,382.0,3_15_5
020031506,103.0,53.0,140.0,24.0,37.0,5.0,362.0,3_15_6
020031507,143.0,59.0,239.0,28.0,112.0,19.0,600.0,3_15_7
020031508,245.0,85.0,194.0,40.0,52.0,1.0,617.0,3_15_8
020031509,46.0,17.0,32.0,8.0,12.0,1.0,116.0,3_15_9
020031601,109.0,64.0,129.0,20.0,41.0,12.0,375.0,3_16_1
020031602,162.0,86.0,158.0,35.0,51.0,12.0,504.0,3_16_2
020031603,99.0,50.0,154.0,20.0,53.0,12.0,388.0,3_16_3
020031604,69.0,28.0,50.0,19.0,12.0,0.0,178.0,3_16_4
020031605,50.0,25.0,85.0,17.0,76.0,14.0,267.0,3_16_5
020031606,64.0,36.0,91.0,19.0,55.0,10.0,275.0,3_16_6
020031607,64.0,38.0,101.0,20.0,73.0,16.0,312.0,3_16_7
020031608,118.0,32.0,116.0,9.0,59.0,5.0,339.0,3_16_8
020031609,159.0,63.0,210.0,35.0,34.0,6.0,507.0,3_16_9
020031701,70.0,40.0,85.0,15.0,45.0,12.0,267.0,3_17_1
020031702,60.0,59.0,121.0,17.0,55.0,13.0,325.0,3_17_2
020031703,62.0,31.0,78.0,12.0,23.0,2.0,208.0,3_17_3
020031704,56.0,30.0,104.0,15.0,85.0,42.0,332.0,3_17_4
020031705,59.0,39.0,140.0,15.0,59.0,12.0,324.0,3_17_5
020031706,80.0,33.0,119.0,20.0,65.0,10.0,327.0,3_17_6
020031707,95.0,67.0,118.0,28.0,29.0,7.0,344.0,3_17_7
020031708,54.0,53.0,132.0,17.0,106.0,21.0,383.0,3_17_8
020031709,60.0,38.0,82.0,13.0,70.0,18.0,281.0,3_17_9
020031801,59.0,23.0,85.0,16.0,66.0,7.0,256.0,3_18_1
020031802,79.0,24.0,113.0,21.0,53.0,12.0,302.0,3_18_2
020031803,65.0,27.0,63.0,15.0,16.0,3.0,189.0,3_18_3
020031804,138.0,64.0,131.0,19.0,23.0,2.0,377.0,3_18_4
020031805,43.0,32.0,60.0,14.0,18.0,4.0,171.0,3_18_5
020031806,54.0,31.0,89.0,26.0,47.0,8.0,255.0,3_18_6
020031807,84.0,39.0,96.0,19.0,33.0,4.0,275.0,3_18_7
020031808,72.0,28.0,100.0,13.0,35.0,6.0,254.0,3_18_8
020031809,114.0,64.0,134.0,28.0,49.0,6.0,395.0,3_18_9
020031810,58.0,34.0,74.0,12.0,25.0,5.0,208.0,3_18_10
020031811,72.0,36.0,88.0,24.0,25.0,4.0,249.0,3_18_11
020031901,155.0,111.0,180.0,30.0,37.0,3.0,516.0,3_19_1
020031902,49.0,23.0,55.0,7.0,14.0,4.0,152.0,3_19_2
020031903,110.0,52.0,116.0,10.0,20.0,2.0,310.0,3_19_3
020031904,77.0,38.0,123.0,20.0,32.0,5.0,295.0,3_19_4
020031905,68.0,32.0,131.0,18.0,79.0,16.0,344.0,3_19_5
020031906,84.0,40.0,141.0,28.0,39.0,4.0,336.0,3_19_6
020031907,100.0,46.0,146.0,27.0,79.0,15.0,413.0,3_19_7
020031908,143.0,89.0,154.0,32.0,69.0,12.0,499.0,3_19_8
020031909,107.0,40.0,96.0,24.0,29.0,8.0,304.0,3_19_9
020031910,65.0,40.0,99.0,7.0,21.0,4.0,236.0,3_19_10
020032001,73.0,27.0,150.0,7.0,51.0,10.0,318.0,3_20_1
020032002,163.0,65.0,148.0,18.0,43.0,7.0,444.0,3_20_2
020032003,115.0,31.0,116.0,13.0,35.0,5.0,315.0,3_20_3
020032004,101.0,44.0,92.0,18.0,33.0,2.0,290.0,3_20_4
020032005,75.0,47.0,82.0,12.0,14.0,2.0,232.0,3_20_5
020032006,30.0,23.0,77.0,17.0,32.0,10.0,189.0,3_20_6
020032007,112.0,67.0,114.0,24.0,27.0,5.0,349.0,3_20_7
