Código,Satisfactoria,Básica,Insuficiente,Total,CO_FRAC_RA
020030111,211.0,3.0,8.0,222.0,3_1_11
020030201,280.0,40.0,0.0,320.0,3_2_1
020030202,306.0,24.0,1.0,331.0,3_2_2
020030203,279.0,35.0,2.0,316.0,3_2_3
020030204,240.0,42.0,1.0,283.0,3_2_4
020030205,300.0,35.0,1.0,336.0,3_2_5
020030206,329.0,19.0,1.0,349.0,3_2_6
020030207,367.0,24.0,3.0,394.0,3_2_7
020030208,309.0,21.0,8.0,338.0,3_2_8
020030209,249.0,24.0,2.0,275.0,3_2_9
020030210,167.0,1.0,0.0,168.0,3_2_10
020030211,220.0,31.0,2.0,253.0,3_2_11
020030212,278.0,17.0,3.0,298.0,3_2_12
020030301,438.0,14.0,0.0,452.0,3_3_1
020030302,287.0,79.0,1.0,367.0,3_3_2
020030303,221.0,23.0,0.0,244.0,3_3_3
020030304,198.0,7.0,0.0,205.0,3_3_4
020030305,189.0,45.0,0.0,234.0,3_3_5
020030306,285.0,8.0,0.0,293.0,3_3_6
020030307,287.0,5.0,8.0,300.0,3_3_7
020030308,248.0,7.0,5.0,260.0,3_3_8
020030309,142.0,7.0,5.0,154.0,3_3_9
020030310,230.0,17.0,16.0,263.0,3_3_10
020030311,305.0,0.0,0.0,305.0,3_3_11
020030401,282.0,25.0,1.0,308.0,3_4_1
020030402,187.0,15.0,6.0,208.0,3_4_2
020030403,259.0,14.0,0.0,273.0,3_4_3
020030404,264.0,22.0,0.0,286.0,3_4_4
020030405,251.0,13.0,2.0,266.0,3_4_5
020030406,251.0,35.0,9.0,295.0,3_4_6
020030407,215.0,48.0,1.0,264.0,3_4_7
020030408,227.0,6.0,1.0,234.0,3_4_8
020030501,326.0,31.0,12.0,369.0,3_5_1
020030502,223.0,60.0,0.0,283.0,3_5_2
020030503,413.0,35.0,1.0,449.0,3_5_3
020030504,213.0,16.0,19.0,248.0,3_5_4
020030505,306.0,15.0,3.0,324.0,3_5_5
020030506,184.0,19.0,0.0,203.0,3_5_6
020030507,338.0,12.0,0.0,350.0,3_5_7
020030601,321.0,30.0,0.0,351.0,3_6_1
020030602,136.0,4.0,1.0,141.0,3_6_2
020030603,248.0,43.0,2.0,293.0,3_6_3
020030604,279.0,16.0,2.0,297.0,3_6_4
020030605,218.0,34.0,51.0,303.0,3_6_5
020030606,184.0,66.0,0.0,250.0,3_6_6
020030607,267.0,37.0,0.0,304.0,3_6_7
020030701,130.0,3.0,0.0,133.0,3_7_1
020030702,362.0,22.0,0.0,384.0,3_7_2
020030703,388.0,37.0,7.0,432.0,3_7_3
020030704,326.0,25.0,5.0,356.0,3_7_4
020030705,249.0,12.0,3.0,264.0,3_7_5
020030706,269.0,9.0,1.0,279.0,3_7_6
020030707,449.0,16.0,3.0,468.0,3_7_7
020030708,140.0,19.0,0.0,159.0,3_7_8
020030709,354.0,34.0,2.0,390.0,3_7_9
020030801,285.0,29.0,0.0,314.0,3_8_1
020030802,106.0,100.0,0.0,206.0,3_8_2
020030803,296.0,32.0,1.0,329.0,3_8_3
020030804,193.0,14.0,3.0,210.0,3_8_4
020030805,177.0,19.0,1.0,197.0,3_8_5
020030806,164.0,32.0,1.0,197.0,3_8_6
020030807,116.0,9.0,40.0,165.0,3_8_7
020030808,192.0,3.0,2.0,197.0,3_8_8
020030809,288.0,5.0,2.0,295.0,3_8_9
020030810,205.0,9.0,0.0,214.0,3_8_10
020030901,264.0,101.0,15.0,380.0,3_9_1
020030902,160.0,39.0,0.0,199.0,3_9_2
020030903,313.0,15.0,1.0,329.0,3_9_3
020030904,344.0,25.0,6.0,375.0,3_9_4
020030905,181.0,24.0,1.0,206.0,3_9_5
020030906,177.0,12.0,4.0,193.0,3_9_6
020030907,162.0,37.0,15.0,214.0,3_9_7
020030908,147.0,24.0,39.0,210.0,3_9_8
020030909,331.0,23.0,1.0,355.0,3_9_9
020030910,229.0,37.0,25.0,291.0,3_9_10
020031001,333.0,42.0,1.0,376.0,3_10_1
020031002,289.0,19.0,12.0,320.0,3_10_2
020031003,216.0,14.0,1.0,231.0,3_10_3
020031004,273.0,5.0,0.0,278.0,3_10_4
020031005,177.0,20.0,2.0,199.0,3_10_5
020031006,329.0,17.0,25.0,371.0,3_10_6
020031007,285.0,34.0,10.0,329.0,3_10_7
020031008,218.0,30.0,22.0,270.0,3_10_8
020031101,301.0,44.0,0.0,345.0,3_11_1
020031102,337.0,80.0,15.0,432.0,3_11_2
020031103,262.0,41.0,35.0,338.0,3_11_3
020031104,284.0,58.0,18.0,360.0,3_11_4
020031105,219.0,52.0,43.0,314.0,3_11_5
020031106,301.0,27.0,68.0,396.0,3_11_6
020031107,397.0,26.0,3.0,426.0,3_11_7
020031108,257.0,7.0,1.0,265.0,3_11_8
020031201,281.0,66.0,3.0,350.0,3_12_1
020031202,313.0,50.0,33.0,396.0,3_12_2
020031203,248.0,13.0,3.0,264.0,3_12_3
020031204,186.0,7.0,34.0,227.0,3_12_4
020031205,441.0,31.0,1.0,473.0,3_12_5
020031206,30.0,11.0,8.0,49.0,3_12_6
020031207,383.0,29.0,19.0,431.0,3_12_7
020031208,243.0,18.0,24.0,285.0,3_12_8
020031209,182.0,22.0,1.0,205.0,3_12_9
020031210,240.0,16.0,42.0,298.0,3_12_10
020031301,226.0,19.0,53.0,298.0,3_13_1
020031302,261.0,23.0,43.0,327.0,3_13_2
020031303,327.0,29.0,13.0,369.0,3_13_3
020031304,142.0,16.0,48.0,206.0,3_13_4
020031305,264.0,48.0,9.0,321.0,3_13_5
020031306,266.0,44.0,3.0,313.0,3_13_6
020031307,204.0,44.0,0.0,248.0,3_13_7
020031308,195.0,20.0,23.0,238.0,3_13_8
020031309,302.0,26.0,17.0,345.0,3_13_9
020031310,100.0,25.0,37.0,162.0,3_13_10
020031311,234.0,26.0,0.0,260.0,3_13_11
020031401,242.0,24.0,69.0,335.0,3_14_1
020031402,305.0,48.0,32.0,385.0,3_14_2
020031403,407.0,36.0,3.0,446.0,3_14_3
020031404,243.0,24.0,19.0,286.0,3_14_4
020031405,260.0,32.0,69.0,361.0,3_14_5
020031406,451.0,41.0,13.0,505.0,3_14_6
020031407,195.0,49.0,2.0,246.0,3_14_7
020031408,258.0,24.0,26.0,308.0,3_14_8
020031409,24.0,1.0,7.0,32.0,3_14_9
020031410,266.0,29.0,8.0,303.0,3_14_10
020031501,237.0,31.0,0.0,268.0,3_15_1
020031502,331.0,34.0,2.0,367.0,3_15_2
020031503,237.0,11.0,21.0,269.0,3_15_3
020031504,285.0,34.0,3.0,322.0,3_15_4
020031505,301.0,51.0,18.0,370.0,3_15_5
020031506,270.0,27.0,55.0,352.0,3_15_6
020031507,536.0,26.0,24.0,586.0,3_15_7
020031508,547.0,38.0,2.0,587.0,3_15_8
020031509,105.0,8.0,0.0,113.0,3_15_9
020031601,313.0,38.0,15.0,366.0,3_16_1
020031602,387.0,47.0,52.0,486.0,3_16_2
020031603,274.0,43.0,21.0,338.0,3_16_3
020031604,156.0,18.0,0.0,174.0,3_16_4
020031605,196.0,32.0,7.0,235.0,3_16_5
020031606,186.0,69.0,7.0,262.0,3_16_6
020031607,240.0,21.0,45.0,306.0,3_16_7
020031608,254.0,37.0,31.0,322.0,3_16_8
020031609,427.0,53.0,12.0,492.0,3_16_9
020031701,210.0,19.0,28.0,257.0,3_17_1
020031702,258.0,38.0,24.0,320.0,3_17_2
020031703,194.0,7.0,1.0,202.0,3_17_3
020031704,232.0,32.0,61.0,325.0,3_17_4
020031705,198.0,23.0,40.0,261.0,3_17_5
020031706,254.0,39.0,25.0,318.0,3_17_6
020031707,299.0,38.0,1.0,338.0,3_17_7
020031708,236.0,48.0,65.0,349.0,3_17_8
020031709,184.0,36.0,22.0,242.0,3_17_9
020031801,161.0,46.0,42.0,249.0,3_18_1
020031802,240.0,48.0,1.0,289.0,3_18_2
020031803,139.0,47.0,0.0,186.0,3_18_3
020031804,314.0,39.0,1.0,354.0,3_18_4
020031805,127.0,34.0,8.0,169.0,3_18_5
020031806,191.0,28.0,23.0,242.0,3_18_6
020031807,220.0,51.0,1.0,272.0,3_18_7
020031808,221.0,24.0,0.0,245.0,3_18_8
020031809,335.0,30.0,16.0,381.0,3_18_9
020031810,152.0,40.0,2.0,194.0,3_18_10
020031811,216.0,19.0,5.0,240.0,3_18_11
020031901,364.0,108.0,1.0,473.0,3_19_1
020031902,126.0,11.0,1.0,138.0,3_19_2
020031903,246.0,44.0,3.0,293.0,3_19_3
020031904,249.0,24.0,16.0,289.0,3_19_4
020031905,250.0,42.0,6.0,298.0,3_19_5
020031906,284.0,35.0,4.0,323.0,3_19_6
020031907,288.0,20.0,1.0,309.0,3_19_7
020031908,392.0,49.0,12.0,453.0,3_19_8
020031909,240.0,19.0,33.0,292.0,3_19_9
020031910,181.0,17.0,33.0,231.0,3_19_10
020032001,232.0,20.0,23.0,275.0,3_20_1
020032002,373.0,7.0,24.0,404.0,3_20_2
020032003,282.0,21.0,9.0,312.0,3_20_3
020032004,256.0,30.0,0.0,286.0,3_20_4
020032005,157.0,53.0,15.0,225.0,3_20_5
020032006,145.0,12.0,28.0,185.0,3_20_6
020032007,292.0,36.0,5.0,333.0,3_20_7
020032008,184.0,14.0,55.0,253.0,3_20_8
020032009,378.0,39.0,36.0,453.0,3_20_9
020032010,244.0,39.0,3.0,286.0,3_20_10
020032011,198.0,39.0,1.0,238.0,3_20_11
020032101,355.0,18.0,1.0,374.0,3_21_1
020032102,362.0,22.0,2.0,386.0,3_21_2
020032103,261.0,22.0,1.0,284.0,3_21_3
020032104,305.0,16.0,18.0,339.0,3_21_4
020032105,192.0,14.0,2.0,208.0,3_21_5
020032106,339.0,26.0,1.0,366.0,3_21_6
020032107,196.0,2.0,0.0,198.0,3_21_7
020032108,271.0,33.0,0.0,304.0,3_21_8
020032109,118.0,68.0,0.0,186.0,3_21_9
020032110,299.0,69.0,32.0,400.0,3_21_10
020032201,244.0,42.0,3.0,289.0,3_22_1
020032202,237.0,12.0,42.0,291.0,3_22_2
020032203,132.0,9.0,32.0,173.0,3_22_3
020032204,155.0,52.0,1.0,208.0,3_22_4
020032205,325.0,32.0,0.0,357.0,3_22_5
020032206,200.0,15.0,6.0,221.0,3_22_6
020032207,248.0,35.0,22.0,305.0,3_22_7
020032208,317.0,35.0,11.0,363.0,3_22_8
020032209,294.0,49.0,25.0,368.0,3_22_9
020032301,276.0,24.0,3.0,303.0,3_23_1
020032302,303.0,24.0,2.0,329.0,3_23_2
020032303,292.0,51.0,1.0,344.0,3_23_3
020032304,159.0,18.0,8.0,185.0,3_23_4
020032305,284.0,7.0,0.0,291.0,3_23_5
020032306,175.0,16.0,33.0,224.0,3_23_6
020032307,217.0,25.0,1.0,243.0,3_23_7
020032308,248.0,53.0,31.0,332.0,3_23_8
020032309,257.0,49.0,8.0,314.0,3_23_9
020032310,283.0,52.0,27.0,362.0,3_23_10
020032401,261.0,22.0,9.0,292.0,3_24_1
020032402,253.0,26.0,10.0,289.0,3_24_2
020032403,255.0,14.0,3.0,272.0,3_24_3
020032404,266.0,25.0,10.0,301.0,3_24_4
020032405,201.0,17.0,2.0,220.0,3_24_5
020032406,299.0,45.0,15.0,359.0,3_24_6
020032407,257.0,33.0,2.0,292.0,3_24_7
020032408,229.0,47.0,23.0,299.0,3_24_8
020032409,137.0,42.0,4.0,183.0,3_24_9
020032501,436.0,53.0,18.0,507.0,3_25_1
020032502,228.0,16.0,15.0,259.0,3_25_2
020032503,138.0,16.0,22.0,176.0,3_25_3
020032504,218.0,29.0,11.0,258.0,3_25_4
020032505,176.0,16.0,10.0,202.0,3_25_5
020032506,237.0,49.0,31.0,317.0,3_25_6
020032507,182.0,23.0,18.0,223.0,3_25_7
020032508,569.0,95.0,30.0,694.0,3_25_8
020032509,252.0,16.0,44.0,312.0,3_25_9
