Código,Sí,No,Total
020151702,205.0,65.0,270.0
020151703,275.0,93.0,368.0
020151704,295.0,114.0,409.0
020151705,261.0,88.0,349.0
020151706,245.0,63.0,308.0
020151707,222.0,110.0,332.0
020151708,204.0,66.0,270.0
020151709,203.0,61.0,264.0
020151710,262.0,80.0,342.0
020151711,259.0,97.0,356.0
020151712,235.0,67.0,302.0
020151801,179.0,78.0,257.0
020151802,140.0,73.0,213.0
020151803,214.0,96.0,310.0
020151804,141.0,68.0,209.0
020151805,162.0,53.0,215.0
020151806,163.0,47.0,210.0
020151807,256.0,59.0,315.0
020151808,165.0,53.0,218.0
020151809,135.0,87.0,222.0
020151810,179.0,61.0,240.0
020151811,218.0,76.0,294.0
020151812,184.0,60.0,244.0
020151813,187.0,67.0,254.0
020151901,153.0,77.0,230.0
020151902,246.0,89.0,335.0
020151903,231.0,79.0,310.0
020151904,270.0,73.0,343.0
020151905,280.0,102.0,382.0
020151906,266.0,72.0,338.0
020151907,275.0,99.0,374.0
020151908,206.0,87.0,293.0
020151909,227.0,59.0,286.0
020151910,337.0,75.0,412.0
020151911,283.0,100.0,383.0
020152001,275.0,72.0,347.0
020152002,271.0,95.0,366.0
020152003,266.0,80.0,346.0
020152004,203.0,75.0,278.0
020152005,207.0,67.0,274.0
020152006,228.0,93.0,321.0
020152007,216.0,73.0,289.0
020152008,201.0,67.0,268.0
020152009,165.0,58.0,223.0
020152010,262.0,56.0,318.0
020152011,241.0,102.0,343.0
020152012,259.0,83.0,342.0
020152101,256.0,64.0,320.0
020152102,311.0,63.0,374.0
020152103,196.0,97.0,293.0
020152104,232.0,111.0,343.0
020152105,127.0,65.0,192.0
020152106,324.0,94.0,418.0
020152107,134.0,41.0,175.0
020152108,199.0,62.0,261.0
020152109,291.0,101.0,392.0
020152110,205.0,73.0,278.0
020152111,284.0,51.0,335.0
020152112,148.0,68.0,216.0
020152113,274.0,115.0,389.0
