,BARRIO,CALLE,COMUNA,DOLARES,YEAR,FECHA,LAT,LON,M2,NUMERO,U_S_M2,CO_FRACC,CO_FRAC_RA
15849,ALMAGRO,GASCON,5.0,313953.0,2014,2015/02/13,-34.6059806692,-58.4243901818,147.0,500,2135.7,005_7,5_7_5
15850,ALMAGRO,GASCON,5.0,1080000.0,2014,2015/02/13,-34.6016475399,-58.4237632532,553.0,800,1953.0,005_5,5_5_7
15851,ALMAGRO,GASCON,5.0,980000.0,2014,2015/02/13,-34.6004068181,-58.4235854316,650.0,900,1507.7,005_1,5_1_4
15852,PALERMO,GASCON,14.0,325581.0,2014,2015/02/19,-34.5917024552,-58.4223841557,255.0,1600,1276.8,014_22,14_22_2
15853,FLORES,GAVILAN,7.0,850000.0,2014,,-34.6267601689,-58.4603541714,243.0,100,3497.9,007_6,7_6_6
15854,FLORES,GAVILAN,7.0,550000.0,2014,2015/02/18,-34.6255713449,-58.46094971,400.0,300,1375.0,007_5,7_5_9
15855,FLORES,GAVILAN,7.0,620000.0,2014,2015/02/18,-34.6255713449,-58.46094971,390.0,300,1589.7,007_5,7_5_9
15856,FLORES,GAVILAN,7.0,410000.0,2014,,-34.6233152964,-58.4620649485,320.0,500,1281.3,007_3,7_3_9
15857,VILLA PUEYRREDON,GAVILAN,12.0,490000.0,2014,2015/02/20,-34.5828364832,-58.4927255556,303.0,4500,1617.2,012_21,12_21_4
15858,VILLA PUEYRREDON,GAVILAN,12.0,450000.0,2014,2015/02/20,-34.5821266887,-58.4933705598,303.0,4600,1485.1,012_21,12_21_4
15859,VILLA PUEYRREDON,GAVILAN,12.0,300000.0,2014,,-34.5804420525,-58.494905146,151.0,4800,1986.8,012_20,12_20_8
15775,PARQUE PATRICIOS,FINOCHIETTO ENRIQUE DR.,4.0,410000.0,2014,2015/02/19,-34.6354960989,-58.3902687181,309.0,2000,1326.9,004_8,4_8_6
15774,CONSTITUCION,FILIBERTO,1.0,145000.0,2014,2015/02/18,-34.6268039763,-58.3895112948,301.0,1700,481.7,001_28,1_28_13
15773,VILLA GRAL. MITRE,"FIGUEROA, APOLINARIO, Cnel.",11.0,430000.0,2014,2015/02/20,-34.6143137803,-58.4636910998,240.0,2000,1791.7,011_22,11_22_8
15687,CHACARITA,DORREGO,15.0,218000.0,2014,,-34.5899062688,-58.4461979798,139.0,1000,1568.3,015_11,15_11_10
15689,CHACARITA,"DUMONT, SANTOS",15.0,180000.0,2014,2015/02/19,-34.5931588891,-58.4542633942,100.0,4500,1800.0,015_9,15_9_5
15690,CHACARITA,"DUMONT, SANTOS",15.0,170000.0,2014,2015/02/19,-34.5949658481,-58.4560547529,243.0,4700,699.6,015_9,15_9_6
15691,VERSALLES,DUPUY,10.0,330000.0,2014,,-34.6320959024,-58.516033696,350.0,800,942.9,010_4,10_4_6
15692,VERSALLES,DUPUY,10.0,120000.0,2014,,-34.6312867063,-58.5170808888,180.0,900,666.7,010_4,10_4_6
15693,VERSALLES,DUPUY,10.0,75000.0,2014,2015/02/20,-34.6304405919,-58.5181767119,103.0,1000,728.2,010_4,10_4_5
15694,VILLA REAL,"ECHEVARRIA, VICENTE A. DE",10.0,155000.0,2014,,-34.6127099319,-58.526970797,153.0,5300,1013.1,010_1,10_1_1
15695,BELGRANO,ECHEVERRIA,13.0,2500000.0,2014,,-34.5562188836,-58.4447797021,837.0,1300,2986.9,013_12,13_12_8
15696,BELGRANO,ECHEVERRIA,13.0,2800000.0,2014,2015/02/13,-34.5562188836,-58.4447797021,792.0,1300,3535.4,013_12,13_12_8
15697,BELGRANO,ECHEVERRIA,13.0,2500000.0,2014,2015/02/13,-34.5562188836,-58.4447797021,802.0,1300,3117.2,013_12,13_12_8
15698,BELGRANO,ECHEVERRIA,13.0,4600000.0,2014,2015/02/13,-34.5655767288,-58.4605592419,825.0,2900,5575.8,013_19,13_19_3
15699,VILLA URQUIZA,ECHEVERRIA,12.0,410000.0,2014,2015/02/20,-34.5725791207,-58.4724611448,312.0,4100,1314.1,012_11,12_11_10
15700,VILLA URQUIZA,ECHEVERRIA,12.0,530000.0,2014,,-34.5757850465,-58.4775528833,296.0,4700,1790.5,012_12,12_12_4
15701,VILLA URQUIZA,ECHEVERRIA,12.0,560000.0,2014,,-34.5766632622,-58.4784354479,854.0,4800,655.7,012_12,12_12_5
15702,VILLA URQUIZA,ECHEVERRIA,12.0,560000.0,2014,,-34.5766632622,-58.4784354479,320.4,4800,1747.7,012_12,12_12_5
15703,VILLA URQUIZA,ECHEVERRIA,12.0,245000.0,2014,2015/02/20,-34.5826692643,-58.4879142804,234.0,5700,1047.0,012_15,12_15_11
15704,BALVANERA,ECUADOR,3.0,890000.0,2014,,-34.6054130845,-58.4080780008,378.0,400,2354.5,003_2,3_2_11
15705,VILLA DEL PARQUE,EL QUIJOTE,11.0,155000.0,2014,,-34.6042976738,-58.4816479741,160.0,2600,968.8,011_11,11_11_2
15706,PALERMO,EL SALVADOR,14.0,680000.0,2014,2015/02/19,-34.5824585648,-58.4362658052,343.0,5700,1982.5,014_7,14_7_6
15707,BELGRANO,ELCANO,13.0,550000.0,2014,2015/02/13,-34.5694961008,-58.4578696769,288.0,2900,1909.7,013_19,13_19_10
15708,BELGRANO,ELCANO,13.0,550000.0,2014,2015/02/19,-34.5694961008,-58.4578696769,312.0,2900,1762.8,013_19,13_19_10
15709,COLEGIALES,ELCANO,13.0,438000.0,2014,2015/02/13,-34.5782461929,-58.4602593779,90.0,3600,4866.7,015_3,15_3_10
15710,VILLA ORTUZAR,ELCANO,15.0,385000.0,2014,2015/02/13,-34.5829226963,-58.4606966781,226.0,4000,1703.5,015_4,15_4_8
15711,VILLA DEL PARQUE,EMPEDRADO,11.0,295000.0,2014,2015/02/20,-34.5988591342,-58.4807968254,373.0,2300,790.9,015_6,15_6_6
15712,PARQUE PATRICIOS,ENTRE RIOS,4.0,470000.0,2014,,-34.6305091911,-58.3909484974,364.0,1900,1291.2,004_7,4_7_12
15713,LINIERS,ERCILLA,9.0,220000.0,2014,,-34.6493811084,-58.5127572448,160.0,6400,1375.0,009_5,9_5_5
15688,CHACARITA,DORREGO,15.0,180000.0,2014,,-34.5866641835,-58.4452453746,73.0,1300,2465.8,015_11,15_11_4
15686,CHACARITA,DORREGO,15.0,360000.0,2014,,-34.5899062688,-58.4461979798,367.0,1000,980.9,015_11,15_11_10
15715,NUEVA POMPEYA,EREZCANO,4.0,170000.0,2014,2015/02/19,-34.656520571,-58.4251990637,388.0,3400,438.1,004_1,4_1_12
15685,CHACARITA,DORREGO,15.0,900000.0,2014,2015/02/19,-34.5910906947,-58.4467020874,558.0,900,1612.9,015_11,15_11_12
15660,MATADEROS,DIRECTORIO,9.0,370000.0,2014,,-34.6507157757,-58.4910871238,450.0,5000,822.2,009_9,9_9_9
